Legal argument is being made against similar treatment of future claims in the Manville case.,Because the Manville case is being considered on a federal level and involves similar legal arguments and issues,2,0
Sparrows may attack yellow crocuses for food or to defend their territory.,Because it refers to a physical action of attacking and destroying the crocuses,3,0
The PLO's statement indicates a planned physical assault on Israeli targets as retaliation.,literal use to indicate a planned or aggressive action,2,0
"Opposition to agreement, criticizing it, creating obstacles for progress in superpower summit.",Because it implies an aggressive response or confrontation from the United States,1,0
Tamil rebels physically assaulted the village to target and harm the Sinhalese residents.,"Ethnic conflict, retaliation, territorial control, religious tensions, revenge, political motives",1,0
"The word ""attack"" is used non-metaphorically because it refers to addressing and resolving operational issues.",Bank financing removed obstacle to attacking operating problems and cost war,2,0
To emphasize the specific and purposeful nature of the drugs' actions against diseased cells.,To specify the specific purpose or effect of the drug on the diseased cells,3,0
Sen,To describe a strong and aggressive response or criticism towards the company's actions and policies,1,0
"The statement refers to a physical act of aggression, not a figurative or symbolic attack.",It refers to a physical or verbal assault on a military target,3,0
The Aegis cruiser perceived the passenger jet as a threat or imminent danger.,- Accurate description of fighter jet's movement,1,0
1,"The word ""attack"" is used non-metaphorically because it refers to criticism or opposition",2,0
"It refers to a physical assault on the food convoys by the Eritreans, not just criticism.",Because it refers to a physical or verbal assault on the Eritreans,2,0
The positions were overrun because they were not well fortified and were meant for attacking.,Because the Iranian army is physically assaulting the positions of the Iraqi army,2,0
To reduce expenses and improve efficiency.,To reduce costs and maintain efficiency,3,0
To ensure strategic coordination and prevent vulnerability in the event of a base being compromised.,It refers to the physical action of organizing and executing an attack on multiple bases,2,0
Competing for market share,To emphasize the negative impact of coffee's breakfast appeal on people's health,1,0
Because they actively criticized and protested against the legal system's decision and actions.,Because it refers to a physical or verbal assault on the country's legal system,2,0
It means they would have criticized or opposed the tax reform plan.,To criticize or condemn the proposal for favoring the wealthy,3,0
"The word ""attack"" is used non-metaphorically because it describes a physical act of violence.",Mugniyah has been trying to free his wife's brother for four years,1,0
The Treasury official criticized the proposal for being a commercial venture without innovation.,It refers to a deliberate and aggressive criticism or challenge,2,0
Because it describes direct physical aggression or violence towards a specific group or individual.,Because it refers to a physical assault on Catholics by Protestant extremists,2,0
The social wing disagreed with the plans and wanted more tax revenue for the poor.,Because it refers to a physical or verbal assault on the plans,1,0
"The word ""attack"" is used non-metaphorically to describe a physical assault or offensive action.",Assault is used non-metaphorically to describe a physical military response to a missile attack,3,0
Efficiently address and confront issues related to taxes and Social Security to achieve deficit reduction.,To address and reduce the deficit through budget discipline and restructuring,3,0
"The term ""attacking"" is used to describe the actions of guerrillas in a literal sense.",They are not intended to physically harm the guerrillas,2,0
Critics believe it dishonors the unique experiences and sacrifices of Vietnam War veterans.,"Historical accuracy, criticism from experts, lack of understanding of current conflicts",1,0
Genetic variability can influence virus behavior by affecting its ability to infect different cells.,Variability in the virus' genetic make-up may predispose it to infect different cells in the body,3,1
"It conveys a strong and energetic performance, showcasing his mastery and dedication to his craft.",Vladimir Feltsman is physically and mentally prepared for his performances,1,1
to criticize or oppose fiercely and aggressively for their negative impact on the economy.,To criticize or condemn fiercely and strongly against something,3,1
Peres wants to highlight his own potential as a leader and criticize the current administration.,Because it refers to a physical or verbal assault on the current government or administration,2,1
"Using the word ""attack"" metaphorically emphasizes the need for a strategic and thoughtful approach in criticism.","It implies a strong and aggressive response or defense, not a gentle or reflective approach",2,1
The industry trade groups challenged the legality of the lemon law in court.,To challenge or challenge the constitutionality of the lemon law,3,1
To criticize or challenge in a forceful or aggressive manner for lacking honesty or transparency.,Mr,1,1
To emphasize strong criticism or confrontation towards the House panel's actions.,To criticize or condemn openly and publicly for investigating and discussing the SEC's activities,2,1
- Blame for market volatility,To describe a strong and aggressive response or criticism from the specialist system,1,1
It implies legal challenges or disputes over trademark claims within the industry.,Because it refers to a literal act of attacking or challenging something,2,1
"Due to economic instability and mismanagement, leading to a rapid increase in prices.","Increased inflation leads to increased spending and consumption, causing economic problems and inflation",2,1
Legal actions taken against company's defensive measures to prevent a takeover.,To describe a legal action or strategy to defend or assert control over a company,2,1
"The enzymes break down the plastic molecules, causing them to decompose into water and carbon dioxide.",Because it is referring to the physical action of breaking down or breaking down the plastic,3,1
To convey the player's aggressive and enthusiastic approach to hitting in baseball.,To describe the physical action of hitting the ball with force and power,3,1
"Insects are not physically attacking the trees, but taking advantage of their weakened state.",To describe the physical act of attacking or damaging trees,2,1
Critics believe the rate is too low due to potential biases or inaccuracies in the study.,It refers to a literal attempt to lower the rate,2,1
To convey the impact of criticism on the player's mental state and confidence.,It refers to a physical or verbal assault on the player's psyche or confidence,3,1
They disagree with the findings or conclusions presented in the report.,It was attacked for being too optimistic or not based on new research,2,1
Judge Pollack felt personally criticized and feared his reputation was being tarnished.,"The word ""attack"" is used non-metaphorically because it refers to criticism or opposition",2,1
"To avoid causing panic or speculation among customers, investors, and stakeholders.","Besiege refers to being overwhelmed or surrounded, in this case by rumors and concerns",1,0
"Lackluster ratings, savage reviews, rumors of cancellation, and new rival programs are besieging ""USA Today.""","Inability to attract viewers, negative reviews, competition from other shows, and rumors of cancellation",2,0
Perceived as overwhelmed by public scrutiny and criticism.,They are overwhelmed by the volume of cases and must prioritize them,2,0
Close proximity and unsanitary conditions facilitated the spread of the plague among the Mongol besiegers.,"The word ""besiege"" is used non-metaphorically to describe the siege of Caffa by the Mongols",2,0
"Political pressure, desire for peace, diplomatic strategy, avoiding confrontation.",To indicate a persistent and relentless attempt to gain something from the situation,1,0
The company is facing numerous challenges and difficulties that are overwhelming and difficult to manage.,"Lack of resources, rapid growth, lack of planning, external factors affecting company performance",2,0
"Special interests influenced Congress to pass Smoot-Hawley, and the President signed it to appease them.",Because it refers to a prolonged and intense effort or conflict by the government to address and resolve the issue,1,0
Banner is overwhelmed by a large number of thrill-seekers constantly reaching out to them.,"High demand for service, overwhelming number of calls, inundated with inquiries",2,0
Symbolizes aggressive competition and hostile tactics in business.,To indicate a persistent and relentless pursuit or attack on their targets,2,1
Baseball fans admire him and want to connect with a player they idolize.,"The word ""besiege"" is used literally to describe a large amount of people seeking one or more items",1,1
"Aldermen are focused on art criticism, legislators are more interested in clowning around.","Lack of urgency, lack of commitment, lack of support, resistance to change",1,1
Cool is used to describe the temperature control function of heavy water in reactors.,To describe the physical process of cooling a reaction vessel,2,0
The front is not strong enough to significantly lower temperatures.,"It means it will make the area feel cooler, not physically cooler",2,0
The circuits were overheating due to high power usage and inadequate cooling systems.,"Cooling problems led to increased costs, leading to financial losses for the company",2,0
To describe the temperature or climate.,Cooling costs are not a literal concept; they refer to the expected costs to cool a residence in average August weather,2,0
Cooling equipment is a necessary step in maintaining functionality and preventing overheating damage.,"To repair, restore, and re-test the equipment before using it in combat",1,0
"Describing a physical process, cooling is a literal action in this context.","It is referring to the physical process of cooling the mold, not a metaphorical concept",2,0
Describes a literal need for cooling due to heat generation in the vehicle's trunk.,Describing the action of the fans cooling the compartment down,2,0
Cooling is necessary for superconductors to reach optimal performance levels and minimize resistance.,To prevent defects and maintain performance,2,0
1,"Greater market volatility caused the index to drop a little bit, but overall it remained strong",2,1
"The term ""cooling off"" period is used metaphorically to imply a delay or waiting period.",Cooling off period is a legal requirement for selling a firearm in Florida,2,1
- Indicates changing economic conditions,- To indicate a change in mood or atmosphere.,2,1
to convey a negative impact or consequence of the faulty design of the core cooling system.,The NRC determined that the cooling system for the Fermi 2 reactor was faulty and caused the radiation exposure,2,1
"Decrease in economic activity, slowing growth, declining consumer spending, lower business investment, reduced employment opportunities.",- Decreased demand,2,1
"Stock market crash caused uncertainty and instability, leading Home Group to reconsider the deal.",It implies that the crash caused a decrease in enthusiasm or excitement about the deal,2,1
"Increased risk and volatility, shifting focus to larger, more stable stocks.",Pension plans are no longer as enthusiastic or willing to take on new small-stock investments,1,1
Because the decrease in agricultural stockpiles could slow down economic growth in the third quarter.,"Decreased crop production leads to lower demand for goods, causing prices to drop",2,1
Changing political landscape and relaxed tensions have reduced the urgency for reunification with mainland China.,"Increased freedom, less government pressure, more receptive to international trade",1,1
"To prevent overheating, control inflation, and maintain economic stability.",To slow down or stabilize economic growth and prevent inflation,3,1
To slow down or reduce inflationary pressures and prevent the economy from overheating.,To slow down or stabilize economic growth and prevent inflation,3,1
"Higher interest rates slow borrowing and spending, cooling down the economy without stopping growth.",It means a decrease in activity or interest rates will cause the economy to slow down,2,1
"Because the sell-off reduced speculation and uncertainty, leading to a decrease in inflationary fears.",It implies that the sell-off reduced investor confidence and caused prices to drop,2,1
"Cooling off represents a decrease in activity or excitement, leading to lower earnings and market impact.","Lower earnings would decrease demand for stocks, causing prices to drop",2,1
1,Cooling interest or passion may indicate a decrease in intensity or desire,2,1
- To indicate a need for moderation or control,To indicate a decrease in intensity or excitement due to decreased demand or excitement,3,1
China's cooling measures led to decreased demand and investment opportunities for foreign exporters.,Foreigners and investors were negatively affected by the economic downturn,2,1
Market uncertainty and changing conditions are likely to impact farm futures prices in the future.,"Cooling inflation fears, increased stability in farm prices, less volatility in prices",2,1
To prevent inflation and maintain economic stability.,To prevent inflation and stabilize the economy,3,1
"Using ""cool it down"" metaphorically means to calm or control a situation, not physically cool it.",The army cannot physically cool down or control the situation,3,1
- Diplomatic pressure,Increased pressure and desire for peace will convince Iran to normalize relations with the U.S,2,1
"High demand, limited supply, speculation, and investor confidence drive the property market unaffected by crashes.",Cooling effect is not expected because property market is not experiencing a sudden decrease in demand or increase in prices,2,1
Saddam Hussein's actions are stirring up conflict and preventing peace from being achieved.,It implies that the situation will not improve despite the threat posed by Saddam Hussein,2,1
1,"Cooling tensions, geopolitical tensions, economic uncertainties, and potential threats to international peace and stability",2,1
"Margin requirements seen as healthy and reassuring, not cooling market as intended.",To slow down or stabilize rising prices by increasing requirements,2,1
To reduce excessive speculation and stabilize market volatility.,To indicate that the rumors caused a decrease in trading activity,1,1
"To prevent overheating, excessive speculation, and potential market instability.",To slow down or stabilize the market's upward movement,2,1
To lower financial risks and maintain political support.,"Cooling capital markets is a priority for party supporters, outweighing Riksbank's arguments",1,1
"Interest waned or diminished in Information Resources, causing a decrease in speculative ardor.",Cool enthusiasm faded after initial enthusiasm was cooled by information resources market volatility,2,1
Decrease in demand or market saturation may have caused the cooling of new orders.,"Decrease in demand, increased competition, market saturation, seasonal factors, or external factors may have contributed to the decline",2,1
Cool suggests calmness and control in dealing with contentious issues diplomatically and tactfully.,To suggest reducing tensions or resolving conflicts through diplomatic means,2,1
To downplay or reduce tensions and conflicts between countries regarding trade practices.,It suggests that the latest move is to avoid controversy or resistance,2,1
"Describing actual physical movements in a performance, not symbolic or representational.","The word ""dance"" is used non-metaphorically because it refers to literal movements performed by individuals",2,0
Literal description of Barbie dolls being manipulated to appear as if dancing autonomously.,"Barbie and her friends are physically moving and performing in a literal sense, not metaphorically",2,0
"The term ""dance"" is used literally to refer to physical movement and coordination skills.","The word ""dance"" is used non-metaphorically to indicate physical movement and performance",3,0
"literal action described, not symbolic or figurative.","The word ""dance"" is used non-metaphorically because it refers to the physical movement and performance of the dog",2,0
The phrase is describing a literal action of dancing at an event or gathering.,"The word ""dance"" is used non-metaphorically because it refers to physically moving eyes and bodies in a specific rhythm",3,0
"It is describing a literal dance performance on stage, not a figurative or symbolic act.",To show off his wealth and power,1,0
The dance is a literal expression of the characters' shared feeling of boredom and disillusionment.,"The musical's message is expressed through a single, memorable number",1,0
The younger members had more enjoyable performances due to their skill and enthusiasm.,"Because the dancers were better than those at the premiere, and enjoyable to watch",2,0
literal description of physical movement and activity at a social event.,"The word ""dance"" is used non-metaphorically because it refers to literal movements performed by individuals",3,0
"Literal action of dancing and juggling soccer balls, not symbolic or metaphorical.",Literal action of moving and performing with toys in a literal sense,2,0
"literal description of physical movement, expressing joy or excitement.",The speaker is physically moving back into a situation or situationally engaging in a behavior,2,0
Lack of technical skill or training.,"Lack of technical skill, training, or experience",3,0
"The word ""dance"" is used non-metaphorically to convey the constant performance and pressure in interviews.","The word ""dance"" is used literally to describe the physical movement and performance of the characters",2,0
Godunov was a professional ballet dancer before defecting from the Soviet Union.,"The word ""dance"" is used non-metaphorically because it refers to literal movements performed by someone",2,0
Literal description of physical movement.,"The word ""dance"" is used non-metaphorically because it refers to physically moving rhythmically in a specific direction",3,0
Charles Jude's energetic performance highlighted Nureyev's declining physical abilities.,Literal action of moving rhythmically to music or dance,1,0
"It is describing actual physical movement and expression of worship, not a symbolic action.","The word ""dance"" is used non-metaphorically to describe the action of the congregation",2,0
"The speaker is physically dancing on the ceiling, as if defying gravity.","The speaker is literally moving their body in a literal sense, not metaphorically",2,0
"Literal description of women performing a dance at a strip club, no metaphorical meaning intended.",Describing a literal action of people dancing together in a specific location,3,0
"literal description of teenagers dancing together on television, no hidden meaning or metaphor",Because it refers to the physical act of dancing together on TV,3,0
"Sasha wears eyeglasses for vision correction, not as a fashion statement or accessory.","The speaker is literally dancing with her eyes closed, not metaphorically experiencing a moment of silence",1,0
"Because the sentence describes a literal action of tap dancing on stage, not a metaphorical use.","The word ""dance"" is used non-metaphorically because it refers to physically moving rhythmically on the stage",3,0
"Literal action of watching a video, not actually dancing.",Literal action of moving rhythmically to the music or video,2,0
"Describing a physical movement, showcasing agility and footwork in a boxing match.","The word ""dance"" is used non-metaphorically because it refers to physically moving and performing movements",2,0
"The word ""dance"" is used non-metaphorically in this context because it is describing a literal action.","The word ""dance"" is used non-metaphorically because it refers to the physical action of moving rhythmically to music",3,0
"The word ""dance"" is used literally to describe the character's physical movements and actions.",Literal description of a person dancing on a stage,3,0
literal description of an event happening at the Pierre Hotel with advertising executives.,"Literal action of dancing is described, not a metaphorical or symbolic act",2,0
"The sentence describes an actual event where pigs are dancing and flying, not metaphorical.","The phrase refers to physically experiencing or experiencing something through movement, not a metaphorical concept",2,0
"Literal description of a physical activity involving movement to music, not a metaphorical expression.","The word ""dance"" is used non-metaphorically because it refers to the physical action of moving rhythmically to music",3,0
"Avoiding direct action, discussing but not committing to a specific plan or decision.","Literal meaning, no symbolic interpretation",1,1
Companies are already cooperating with Wall Street's demands and expectations.,Companies are taking steps to adapt to market changes and stay competitive,2,1
"Dance means to move or act freely, diddle means to waste time or procrastinate.",The speaker is referring to not being able to perform or do something physically,1,1
"The physical structure of the superconductors is altered, disrupting their ability to conduct electricity efficiently.",Pounding destroys the superconductors' ability to conduct large electrical current without resistance,3,0
"Chemical reactions break down the structure of the polymers, causing them to disintegrate.",To eliminate the link between the fibers and the environment,1,0
"Perceived as untrustworthy or radical, potential loss of credibility and opportunities, negative consequences.","Lack of credibility, fear of consequences, lack of understanding, resistance to change, lack of faith in potential outcomes",2,0
"- Pollution, deforestation, urbanization, and climate change have significantly damaged the environment.","Increased pollution, economic downturn, lack of natural resources, invasive species, high technology",2,0
To eliminate or neutralize enemy threats and restore peace and order in the region.,literal use to indicate the physical destruction of enemy forces and facilities,2,0
- Religious intolerance,Because it was used as a military objective and destroyed due to Moslem aggression,1,0
"Destroy means to physically ruin or damage, not just metaphorical destruction.",Old clothes are often destroyed and new ones don't adhere to societal norms and beliefs,1,0
To accurately describe the malicious intent and impact of a virus on computer systems.,To emphasize the malicious intent of the virus and its ability to harm or destroy computers,3,0
It accurately describes the cop defeating the villains in a dramatic and intense manner.,"Because it means to eliminate or destroy something, not physically destroy it",2,0
They wanted to eliminate or overthrow a government they believed was controlled by Zionists.,To emphasize the deliberate and violent destruction of the business enterprise,1,0
To protect sensitive information and ensure compliance with privacy laws and regulations.,"Cost savings, efficiency, convenience, quality control, data preservation, maintaining inventory",1,0
The Sandinista offensive aimed to physically eliminate the freedom fighters.,"literal meaning, intentional destruction of enemy forces, strategic advantage, minimizing casualties, eliminating threats",2,0
"Fire physically damaged the opera house, causing destruction to the backstage facility, sets, and costumes.",The fire caused extensive damage and destruction to the opera house and surrounding area,3,0
The lasers physically break down birthmarks and kidney stones without the need for surgery.,Literal meaning of destroying or eliminating the cancerous cells,1,0
"Promoting peace and cooperation is the goal, not destruction or harm.",To emphasize the severity of their situation and desire for freedom,1,0
"to dispel rumors, protect brand image, maintain business interests, avoid negative publicity and legal repercussions.",Maintaining control over assets and branding,1,0
It is used literally to indicate physical destruction or elimination of the Contra bases.,"To describe a physical action of destroying something, not a metaphorical concept",2,0
To avoid escalation and maintain control of the situation without causing further harm or conflict.,To show aggression and respond with force,2,0
To protect patient confidentiality and ensure privacy compliance.,Literal destruction of documents due to routine office cleaning,0,0
"CFCs react with ozone molecules, breaking them down and depleting the ozone layer.","CFCs break down ozone molecules, leading to ozone depletion and harm to the environment",3,0
"""Destroy"" is used non-metaphorically to describe the actual breaking down or depletion of ozone.","To emphasize the change in chemical composition without using the word ""destroy""",2,0
The explosion did not completely demolish or obliterate the rocket fuel plant.,"The explosion did not destroy the plant, which was not a physical object",3,0
Literal description of the demonstrated capability of the object without metaphorical intent or exaggeration.,"Drones are small, maneuverable vehicles that can be targeted and destroyed with precision",2,0
"Poor management decisions, lack of focus on product innovation, and internal power struggles.",It caused severe damage and disruption to the company's reputation and operations,1,0
"Concrete hangar provides protection from explosion and debris, close miss may not cause enough damage.","The word ""destroy"" is used non-metaphorically because it means physically destroying something",1,0
To eliminate potential threats and disrupt networks of resistance or rebellion.,To eliminate threats and maintain control over communities,2,0
To ensure they cannot be used in future conflicts and pose a threat.,"Cars can be destroyed in conflict, but not airplanes",2,0
"Taxes can reduce incentives and distort market signals, leading to destruction of market values.","Technical misunderstandings, lack of understanding of economic principles, increased government control, lack of innovation",1,0
To seek compensation for the loss of her paintings due to Chase's actions.,"The word ""destroyed"" is used non-metaphorically to indicate the paintings were physically destroyed",3,0
For urban development or construction purposes.,"The word ""destroyed"" is used non-metaphorically to describe the physical act of dismantling and removing the structure",2,0
To neutralize threats and protect national security.,To accurately describe the action of fighter aircraft avoiding and destroying enemy aircraft in a military context,2,0
To eliminate the illegal drug supply and disrupt drug trafficking operations.,Decrease in demand or outbreak of disease caused by invasive species,1,0
"Lack of awareness, greed, ignorance, and unsustainable fishing practices.","The word ""destroy"" is used non-metaphorically to convey the negative impact on the environment",1,0
- Literal interpretation of causing harm or damage,"Power obsession, lack of empathy, inability to accept consequences of actions",2,0
- Military action,The gunboat was unable to defeat the USS Joshan's defenses and was destroyed in the attack,1,0
"The process kills the harmful bacteria, rendering it ineffective and unable to cause harm.",CNS toxins destroy the bacteria that cause botulism,2,0
To prevent the lawsuit from going to trial and potentially damaging the company's reputation.,To prevent potential evidence from being examined or examined thoroughly,2,0
Space Shuttle Challenger explosion led to loss of public confidence in commercial space travel.,"Shuttles were not physically destroyed, but their presence caused harm or disruption",2,0
Judges eliminated or invalidated the time frame for evaluating risk.,"Time frame was used to assess risk, not literally destroyed",2,0
"High temperatures break down molecular structure, altering composition and rendering the mineral unusable.","The word ""destroy"" is used non-metaphorically to emphasize the severity of the reaction",1,0
"Maintain stability, limit collateral damage, facilitate future recovery and growth for Panama's economy.",To minimize harm and maximize success of economic recovery,2,1
"Loss of crucial sales, damaged reputation, inability to recover financially, potential closure of business.","Because it means to severely harm or destroy something, not just physically destroy it",2,1
- Inefficient use of resources,"Economic loss, job loss, misuse of funds, lack of impact on export market",1,1
Poor investment decisions led to significant loss of funds over a five-year period.,Because it refers to the physical act of losing money or assets,2,1
It damaged his credibility and raised questions about his authenticity and originality.,"Emails, phone calls, and social media posts damaging to the campaign's reputation",2,1
Atwater used past mental health treatment to discredit Turnipseed's congressional campaign and reputation.,Because it was used to discredit and destroy Mr,2,1
- To emphasize the negative impact and control of the Jew and the bank.,"Because it means to eliminate or destroy something, not physically destroy it",2,1
"Intense competition, rapid changes, and high stakes make it easy for companies to fail.",To emphasize the negative impact on the company's reputation and business,1,1
"Political differences, personal vendettas, power struggle, desire for control, undermining authority.","Personal grudges, political motives, perceived threat, strategic advantage, minimizing leaks, preventing damage to reputation",1,1
- Communist controls on prices,Mengistu's policies destroy the traditional farming economy and centralizes power in the government,1,1
