Describing the physical structure and construction of the vehicles in a factual manner.,Refers to the physical construction and structure of the transport vehicle.,3,0
"Describing physical attributes of the bicycles, not implying someone physically constructing them.","""Built"" describes the physical construction of the transport, implying a tangible structure.",2,0
"Low emissions, efficient fuel consumption, and minimal impact on air quality and noise pollution.","""Gentle"" describes environmental impact, not physical touch or human-like behavior.",1,1
Electric bikes produce zero emissions and reduce the carbon footprint of the city.,Refers to the physical surroundings and ecosystem affected by city transport.,1,0
Describing the physical attributes and characteristics of electric scooters.,"""are"" describes the state of being of the subject, ""they"", referring to a physical entity.",2,0
"Efficient, convenient, cost-effective, eco-friendly, and space-saving.","""often"" describes the frequency of being an ideal form of city transport.",2,0
"Compact, energy-efficient, easy to maneuver, reduce traffic congestion and emissions.","""Ideal"" describes a concept, not a physical property, implying a perfect or desired state.",1,0
"Efficient, sustainable, compact, and convenient for navigating urban areas.","""Form"" refers to a type or category of city transport, a concrete entity.",2,1
"referring to physical, urban areas or locations within a municipality or town.","Refers to a physical urban area, describing a mode of transportation within it.",3,0
"Electric scooters are physically used for transportation in cities, not as a metaphor.",Refers to a physical means of moving people or goods from one place to another.,2,0
To indicate an additional quality or characteristic of the subject being described in the sentence.,"""also"" connects two clauses, indicating an additional fact or action.",2,0
- Expresses the captivating and mesmerizing quality of snakes moving through various settings.,"""Exert"" implies an influence or force, rather than physical effort or energy.",1,1
The snakes' movements and behavior are intriguing and captivating to observe.,"""Fascination"" is used to describe a captivating or mesmerizing quality, not a physical force.",2,0
"""Very"" is used for emphasis, intensifying the fascination of the snakes and their actions.","""very"" intensifies ""much"" to convey a strong, vivid impression, not a measurable quantity.",2,0
"Describing the snakes' unique and captivating behavior and appearance, not exaggerating or comparing.","""much"" quantifies an abstract concept, ""fascination"", rather than a physical quantity.",1,0
Referring to specific objects or entities (train tracks) possessed by the subject (trains).,"""their"" refers to a quality or characteristic of the trains, not physical possession.",2,0
Own refers to unique characteristics or qualities that are specific to the subject being described.,"""own"" implies unique or distinct, rather than physical possession.",2,0
- To convey a sense of movement and unpredictability,"Trains cannot physically slither, a snake-like movement, around circuses and city gates.",1,1
Describing the physical movement of trains.,"""round"" describes the physical movement of trains around circuses and through city gates.",3,0
Describing literal physical movements and actions of snakes in a circus setting.,"Refers to physical circuses, implying trains moving through urban areas.",2,0
- To convey movement and speed,"""brush"" implies gentle, sweeping motion, not actual physical contact with gates.",1,1
"The old city gates are physical objects, not metaphorical representations.","""Old"" describes the physical age of the city gates, implying a historical or aged structure.",3,0
The city gates are physical structures that the trains interact with in reality.,"""city gates"" refers to a physical entrance to a city, not a figurative concept.",2,0
Describing physical movement and behavior of trains.,"""gates"" refers to physical entrance points in old city walls or fortifications.",1,0
"Describing the actual action of trains switching tracks and creating sparks, not metaphorical.","""flashing"" describes the physical appearance of lightning arcs.",2,0
Describing the physical motion and appearance of the trains.,"""arcs of lightning"" refers to a physical, electrical phenomenon in the atmosphere.",1,0
Describes the actual sparks produced by the trains as they change tracks.,"Lightning is unlikely to literally flash from trains, but conveys energy and power.",2,0
"Describing the physical movement of snakes, not implying a change or transition.","Refers to trains changing railroad tracks, a common literal meaning of ""switch"".",1,0
"The word ""track"" is used literally to refer to the path or route taken by trains.","""tracks"" refers to railroad tracks, but context implies a change in direction/path.",3,0
"Describing actual physical activity and behavior, not abstract or symbolic.","""winter nights"" refers to a specific season and time of day.",1,0
"Describing literal actions of trains at night, not metaphorical or symbolic.","The context describes a physical scene with winter nights, implying a real nighttime setting.",2,0
Single-car trams are reliable due to their simplicity and ability to navigate tight spaces.,Refers to a physical tram with a single car or unit.,3,0
"Articulated means connected by joints, which accurately describes the design of trams.","Refers to a physical characteristic of trams, specifically their design and structure.",2,0
Double-decker trams offer more seating capacity and efficient use of space.,Refers to a physical design feature of trams with two levels of seating.,3,0
"Efficient, eco-friendly, cost-effective, and proven track record for reliability.",The sentence describes physical characteristics and functions of trams as a mode of transport.,2,0
Describing a characteristic or feature of trams without implying a comparison or metaphor.,"""are"" links the subject ""trams"" to a predicate describing their characteristics.",2,0
"Dedicated tracks, consistent schedules, and low maintenance requirements contribute to their reliability and endurance.","""Most"" compares trams to other forms of public transport in terms of reliability.",2,0
"Dedicated tracks, predictable schedules, low maintenance, and low risk of breakdowns.",Refers to trams' ability to consistently operate without breaking down or failing.,2,0
- Low maintenance,"""Enduring"" implies long-lasting or persistent, rather than physical durability.",2,0
- Multiple configurations,"""Form"" refers to a category or type of public transport, not physical shape.",2,1
"Accessible to all, funded by public resources, and used by multiple passengers simultaneously.",Refers to transportation available to and used by the general population.,3,0
"Efficient, accessible, environmentally friendly, and cost-effective.",Refers to a physical means of moving people from one place to another.,2,0
Trams have been in use for over a century and continue to be popular globally.,"""Invented"" refers to the creation of trams as a mode of transportation.",2,0
"Efficiency, durability, and precision make them reliable despite their age and eventual replacement.",Refers to a future point in time when something will happen.,1,0
"Regular maintenance, quality construction, and proper care ensure their continued reliability over time.","""will"" indicates a future action, predicting a real event.",1,0
Literal description of functionality and long-lasting quality.,"""be"" compares watches to rhythmic reliability, not a physical existence.",1,0
Technological advancements and improvements in efficiency make replacement necessary.,"""replaced"" refers to the physical substitution of old parts with new ones.",2,0
The 60-year-old machines still function well and operate smoothly like a Swiss watch.,"""more"" indicates a numerical quantity, comparing 60 years to a greater amount.",1,0
"Literal reference to a specific time period, not metaphorical or symbolic.","Refers to a specific duration of time, a measurable quantity.",3,0
"Well-maintained and dependable, like a Swiss watch.","""Run"" describes the watches' functioning, not physical movement.",2,1
Highly accurate and consistent performance.,Comparing a non-musical concept (reliability) to a musical concept (rhythm).,2,1
"Precision engineering, regular maintenance, durable materials, consistent performance.",Comparing a non-mechanical entity (trains) to a mechanical one (Swiss watch) for similarity.,1,0
"Swiss watches are known for their precision and reliability, emphasizing the dependability of the machines.","""Swiss watch"" is used to convey precision and reliability, not referring to an actual watch.",3,0
Because it refers to the precise and consistent performance of the object being described.,Comparing something non-mechanical (people) to a mechanical device (watch) for rhythmic reliability.,2,0
To indicate the most recent or final occurrence without implying a sequence.,"Refers to a specific point in time, a month, in a chronological sequence.",2,0
"Literal time reference, specific and factual information, no implied comparison or symbolism.",Refers to a specific unit of time in a calendar.,2,0
"""wa"" is used to express the passive voice and indicate the subject of the sentence.","""wa"" is not present in the given sentence.",2,0
"It is stating a fact or news event, not comparing to something else.","""Announced"" refers to an official declaration or statement made publicly.",2,0
Factual statement about future event.,"""Will"" indicates a future event or action, a literal prediction.",3,0
"""get"" implies acquisition or arrival of the new-wave trams in Britain in 1991.","""Get"" means to receive or acquire something, in this case, new-wave trams.",3,1
"""it"" refers to the fact or information about Britain getting new trams in 1991.","""it"" refers to a specific, previously mentioned or implied, news or announcement.",2,0
Specific time and event referenced.,"""First"" refers to the initial instance of a new type of trams in Britain.",2,0
"These trams are innovative and cutting-edge in design, technology, and efficiency.","""New-wave"" refers to a specific design or generation of trams, not a figurative concept.",2,1
- Clear and literal description of a mode of transportation.,"Refers to a type of transportation vehicle, a common literal meaning of ""tram"".",2,0
- The trams have a predetermined purpose to improve transportation and reduce pollution in Manchester.,"""Destined"" implies a predetermined fate, rather than a physical or concrete destination.",2,1
"Not literal running, but operating efficiently and effectively to improve transportation and air quality.","""Run"" refers to the physical operation of vehicles or transportation systems.",2,1
"""Will"" indicates a future certainty or plan for the construction of the transportation system.","""will"" indicates a future action or consequence of a planned event.",2,0
"Trams will provide an alternative mode of transportation, reducing reliance on cars and buses.","""relieve"" means to reduce or alleviate a physical problem (traffic congestion).",2,1
It describes the movement of vehicles on roads to alleviate congestion and reduce emissions.,"Refers to the physical flow of vehicles on roads, a common definition of traffic.",3,0
Metaphorically refers to alleviating overcrowding and pollution by providing alternative transportation options.,"Refers to physical blockage of traffic flow, not abstract concept.",1,1
"Electric buses are environmentally friendly and reduce the reliance on cars, reducing pollution and congestion.","""help"" means to assist or contribute to reducing carbon monoxide levels in a concrete way.",1,1
"Less cars on the road, less pollution, cleaner air, healthier environment, improved quality of life.","""reduce"" refers to a quantifiable decrease in carbon monoxide levels.",2,1
"- To indicate the amount or extent of something (traffic congestion, carbon monoxide levels).",Refers to measurable amounts of carbon monoxide in the air.,2,1
"Carbon is a chemical element present in carbon monoxide, a harmful pollutant emitted by vehicles.",Refers to a specific chemical compound (carbon monoxide) with a tangible effect.,2,0
Carbon monoxide is a harmful gas produced by vehicle emissions.,Refers to a specific chemical compound and its environmental impact.,2,0
Literal description of physical urban area or municipality with specific geographic boundaries.,"Refers to a specific geographic location, the urban area of Manchester.",3,0
Because it refers to a physical location or area within a city or town.,Refers to a specific geographic location within the city.,3,0
"Refers to areas outside the city center, not metaphorically.",Refers to physical locations outside the city centre.,3,0
"This sentence is describing physical areas outside of the city center, not metaphorical locations.",Refers to a specific geographic area surrounding a city.,2,0
Because they are connected to the main city but are separate and orbit around it.,"Refers to actual towns or cities surrounding a central city, not a figurative sense.",2,1
"Literal description of geographic locations, not as metaphorical entities.","Refers to specific, existing geographic locations, denoting a real town.",2,0
- Decline in popularity,"""Main"" refers to the primary or principal exception, not a figurative concept.",1,0
"Decline in popularity, cost efficiency, modernization of transportation.","""Exception"" refers to a specific case that doesn't fit the general rule.",1,0
"Decline in popularity, rise of buses and cars, high costs of maintenance and operation.","""not"" is used to exclude specific exceptions from the general statement.",1,0
"Low popularity, high maintenance costs, modernization of transportation systems.","""forgetting"" implies intentional omission, not actual memory loss.",1,0
"More efficient, cost-effective, and space-saving double-decker buses replaced single-decker trams in Britain.","Refers to a specific type of tram with one deck, in contrast to double-deckers.",2,0
- Decline in popularity,"Refers to a physical mode of transportation, specifically a type of rail vehicle.",2,0
"Decline in popularity, rise of other transportation options, high cost of maintenance.","""Had"" represents a state of being, not physical possession.",1,0
- Decline in popularity,"""Been"" indicates a state of being in the past, referring to a historical event.",2,0
"Decline in popularity, rise of cars and buses, lack of funding and maintenance.","""Largely"" describes a degree of relegation, not a physical size or quantity.",1,0
- Decline in popularity,"Trams are not physically moved to a different location, but rather lost importance.",1,0
"Decline in popularity, rise of cars and buses, cost-effectiveness, changing transportation needs.","""History books"" represents a state of being forgotten or obsolete, not physical books.",2,0
"Decline in popularity, rise of cars and buses, high operating costs, limited routes.","""history books"" refers to a record of past events, not physical books.",1,0
To indicate an alternative situation or condition.,"""Otherwise"" indicates an alternative or exception, providing a contrasting option.",2,0
Crich tram museum has preserved trams and British Transport Commission films showcase historical footage.,"""Best"" refers to the most suitable or optimal place, a tangible location.",2,0
"It refers to a physical location or destination, not a metaphorical or abstract concept.","Refers to a physical location, the tram museum at Crich in Derbyshire.",2,0
Describing a physical action or observation.,Refers to physically observing or watching trams in a museum or films.,1,0
The trams are no longer in active service but can be seen in action at the museum.,"Refers to trams in operation, exhibiting their intended function of transporting people.",3,1
To refer to actual tram vehicles and their operation.,Refers to physical vehicles on display at a museum or in films.,2,0
It is used to indicate an alternative option or choice.,"The word ""ha"" is not present in the given sentence.",2,0
"""Been"" is used to indicate past experience or activity in a specific context.","""been"" indicates a past action of visiting or seeing trams at a specific location.",2,0
"The tram museum and films depict actual working trams, not metaphorical representations.",Refers to actual vehicles used for transportation.,2,0
"""Museum"" refers to a physical location showcasing historical trams, not a metaphorical concept.",Refers to a physical institution dedicated to preserving and showcasing trams.,3,0
To indicate another option or alternative.,"""or else"" is used to indicate an alternative option or consequence.",3,0
"Referring to actual historical trams and films, not metaphorical or abstract concepts.","Refers to a specific time period in British history, not an abstract concept.",2,0
"Film refers to actual cinematic recordings of trams in action, not metaphorical representations.","Refers to physical recordings of moving images, not a figurative concept.",3,0
Describing a specific genre of film.,"Refers to a specific film genre, Ealing comedies, known for their comedic tone.",3,0
"Decline in popularity, rise of cars and buses, cost of maintenance and operation.","Refers to a physical mode of transportation, a type of vehicle.",2,0
"Decline in popularity, rise of cars, cost of maintenance, increase in bus services.",Trams were physical vehicles that ceased to operate in British cities.,2,0
"Decline in popularity, rise of cars, cost of maintenance, urban planning changes.","""Most"" refers to a quantifiable majority of British cities, not a figurative concept.",1,0
"Declining usage, rising car ownership, and government policies favoring buses and cars.","""British"" refers to cities located in the United Kingdom, a geographical entity.",2,0
"Decline in popularity, rise of cars, cost-cutting measures, inefficient routes, maintenance issues, lack of funds.","""Cities"" refers to actual urban centers with trams, not abstract concepts.",2,0
- Decline in popularity,"Refers to a specific decade in history, indicating a factual time period.",2,0
"The buses are personified as respected, old figures due to their long history and service.","""Venerable"" implies respect and age, but buses can't be literally venerable.",2,1
Describing the color of the buses.,"""Red"" describes the actual color of the double-deckers' exterior.",2,0
"Describes the actual color and design of the buses, not a metaphorical comparison.","""Cream"" describes the color of the double-deckers, a physical attribute.",2,0
"Describes the actual two-level buses in London, not a metaphorical comparison or figure of speech.","Refers to a physical characteristic of London buses, specifically their two-level design.",2,0
Literal description of the sound made by the buses traveling along the embankment.,"The sentence describes the physical movement of buses, creating a rumbling sound.",3,0
Describing physical location or structure.,Refers to a physical structure along the Thames River in London.,3,0
"literal, referring to the final journey of the double-deckers in 1952.","Refers to a specific, final event in a sequence of events (1952).",3,0
"Literal description of the final journey of the buses, not a metaphorical reference to time.","Refers to a specific, final occurrence of an event in the past.",2,0
"Unique design, historical significance, nostalgia, cultural impact.","""somehow"" implies an unknown or mysterious process, rather than a direct cause.",1,0
"nostalgia, unique design, iconic transport, historic significance, cultural symbol",Refers to a visual representation or mental picture of a tram.,2,1
"Descriptive, specific, memorable, visually striking, unique characteristics.","The word ""tall"" is used to describe the physical height of the tram.",2,0
"Descriptive, specific details create a vivid mental image for readers.",Refers to the physical appearance and shape of the tram.,1,0
Emphasizes nostalgia and sadness for a bygone era of transportation.,"""Mournful"" describes the tram's appearance, evoking a sense of sadness or melancholy.",2,1
"Descriptive and specific, common in British culture, evokes nostalgia for past transportation.","The description of the tram's physical characteristics, such as wooden body and seats.",2,0
"Historical significance, cultural icon, nostalgic memories, unique design, memorable features.",The description of the tram's physical features and motor indicates a real vehicle.,1,0
Clear and specific description of the tram.,"""it"" refers to the physical image of the tram, a tangible object.",2,0
Describing the physical attributes of the tram.,The text specifically describes the physical material of the tram's body and seats.,3,0
- Represents the physical structure of the tram,"""Body"" refers to the physical structure of the tram, not an abstract concept.",2,1
Describes physical appearance and material composition accurately.,"The word ""slatted"" describes the physical characteristic of the tram's wooden seats.",2,0
Describes physical characteristics accurately.,The text specifically describes the physical material of the tram's body and seats.,2,0
Describing physical attributes and characteristics of the tram.,Refers to a physical part of the tram where passengers sit.,2,0
It evokes nostalgia and sensory memory.,"""growling"" describes the sound of the electric motor, a physical characteristic.",1,1
"Describing the physical characteristics and function of the tram, not implying any metaphorical meaning.","""electric motor"" refers to a physical component of the tram.",2,0
"Description of physical object, not symbolic or figurative.","The motor is a physical component of the tram, producing mechanical energy.",2,0
"The image of the tram is memorable and unique, evoking nostalgia and a sense of history.","""Ha"" is not present in the given sentence.",1,0
"Distinctive, nostalgic, iconic, unique design and sound, historical significance, cultural impact, memorable experience.","""stuck"" describes a mental image, not a physical object adhering to a surface.",1,1
"Iconic historical symbol, nostalgia, cultural significance, unique design, part of British transportation history.","Refers to the collective mind or psyche of people from Britain, not a metaphor.",1,0
"nostalgia, iconic symbol, cultural significance","""mind"" refers to collective memory or cultural consciousness, not a physical brain.",1,1
"This sentence is stating a belief about trams, not using the word metaphorically.","The sentence refers to trams as a mode of transportation, not as a figurative concept.",3,0
"""wa"" is used as a conjunction to introduce a surprising or contrasting statement.","""was"" indicates a past time, describing a belief that existed in the past.",2,0
The statement is based on a commonly held belief without any figurative or symbolic meaning.,"""Believed"" refers to a held opinion or thought, not a comparison.",2,0
The belief was common until new information or evidence disproved it.,"""Surprisingly"" describes the unexpected timing of a realization, not a figurative concept.",1,0
"Trams were thought to be outdated until a short time ago, likely due to lack of information.","Refers to a specific, though unspecified, point in the recent past.",1,0
"The sentence is stating a fact, not comparing trams to something else.","""Are"" links the subject ""trams"" to the predicate ""old-fashioned"", describing their nature.",2,0
Trams were considered outdated due to advancements in transportation technology.,"""Old-fashioned"" implies outdated or obsolete, not referring to the tram's physical age.",2,0
Describing a past era or memory,"""had"" implies a connection or association, not physical possession.",1,1
"Describing specific memories or experiences, not abstract concepts or ideas.","""something"" refers to a tangible, concrete aspect of British culture.",1,0
- To indicate involvement or association with a particular time or place.,"""do"" implies connection or association, not a direct action.",2,1
"Describing a specific cultural reference or memory, not using fish as a metaphor.","""fish"" refers to a type of food, specifically part of ""fish and chips"".",2,0
Describing a specific physical object or food item.,"""Fish and chips"" is a common British food item, a literal dish being described.",3,0
"Describing a physical object, not a concept.","""Wrapped"" describes the physical packaging of fish and chips in newspaper.",2,0
"Describing a literal practice or memory, not as a symbol or comparison.",Newspaper is used as a wrapping material for fish and chips.,0,0
"Describing specific individuals or groups of people in a literal sense, not as a metaphor.","""men"" refers to a specific group of people, likely working-class individuals.",2,0
Describing physical appearance or clothing items.,"""men in hats"" refers to people wearing physical hats as part of a scene.",2,0
"Spec is short for spectacles, meaning eyeglasses, referring to the style of glasses worn.","""National Health specs"" refers to glasses provided by the UK's National Health Service.",3,0
"Literal description of a polluted city environment, common in mid-20th century England.","Smog is a real environmental phenomenon, fitting with other literal nostalgic details.",2,0
"Describing the texture or consistency of egg in powdered form, not metaphorical or abstract.","Powdered egg is a real food product, often used in cooking and baking.",2,0
Describing a specific food item or ingredient in a list of nostalgic memories.,"""powdered egg"" is a real food product, often used in cooking and baking.",2,0
to indicate causing delay or obstruction in movement.,"""held up"" means delayed or obstructed, not physically grasping or supporting.",2,1
"The buses are not literally bright, but symbolize progress and modernization in the city.","""Bright"" describes the physical appearance of the new diesel buses, likely their shiny exterior.",2,1
"The buses are physically new, causing congestion for private motorists in the city.","""New"" describes the age or condition of the diesel buses, not an abstract concept.",2,0
"Describes the type of buses being referred to, specific type of vehicles mentioned.","""diesel"" describes the type of buses, referring to their engine or fuel type.",3,0
"Literal description of vehicles and traffic situation, not symbolic or figurative language.",The context describes physical vehicles and their actions in a city setting.,2,0
It's describing a specific situation without comparing it to something else.,"""even worse"" intensifies the preceding clause, comparing two unlike situations.",2,0
"The sentence describes negative actions or situations, not just a comparative level of badness.","""Worse"" compares two abstract concepts, inconvenience and delay, rather than physical states.",2,0
"The buses and cars congested the streets, hindering the movement of other vehicles.","""blocked"" refers to physical obstruction of city thoroughfares by buses.",2,1
It refers to physical advancement or development of transportation systems in the city.,"""Progress"" refers to movement or flow, not physical advancement.",2,0
"Describing motorists as ""private"" refers to their ownership of personal vehicles, not metaphorically.","Refers to individuals owning and driving their own vehicles, not a figurative sense.",3,0
"The term ""motorist"" is used literally to refer to people who drive cars.","Refers to individuals operating private vehicles, a common meaning of the word ""motorist"".",3,0
"To describe the large, bulky shape and appearance of the vehicles in a negative way.","""Bulbous"" describes the shape of the Austin cars, referring to their rounded appearance.",2,1
"To describe the vehicles as large, heavy, and clumsy.","""Lumpen"" describes the shape of the Humbers, implying they are bulky and awkward.",2,1
"Traffic congestion creates a narrow, obstructive environment similar to a canyon.","Comparing city thoroughfares to canyons implies depth and narrowness, not actual geography.",2,1
Describing physical characteristics and layout of the urban environment.,"""city"" refers to a physical urban area with thoroughfares.",3,0
"The term ""thoroughfare"" is used literally to describe city streets or roads for vehicles.","Refers to actual city streets or roads, describing their physical characteristics.",3,0
"Expressing the idea of absorbing or gaining power, rather than physically lifting or selecting something.","""Picked"" means to lift or take up something physically, in this case, power.",2,1
It refers to electricity being transferred through the wires for use by the individuals.,"""Power"" refers to electrical energy transmitted through wires.",3,0
"Complex, interconnected, and intricate network of wires resembles a spider's web structure.","The phrase ""spider's web"" is a common idiomatic expression for a complex network.",2,1
"To convey complexity, interconnectedness, fragility, or entanglement of the overhead wires system.","""Web"" refers to a complex network, not an actual spider's web.",2,1
Describing the wires as unattractive or visually displeasing.,"""Unsightly"" describes the physical appearance of the overhead wires.",3,0
Describes physical location of wires above ground.,"Refers to physical wires suspended above, carrying electricity or communication signals.",3,0
"Literal description of physical electrical wires, not metaphorical comparison or abstract concept.","""Wires"" refers to actual physical wires, not a figurative or abstract concept.",3,0
"Describing physical characteristics of objects, not attributing human qualities.","""Were"" describes the physical properties and features of the objects (tramcars).",2,0
Because the buses were rigid and unyielding in their design and purpose.,"Refers to physical properties of the objects (operation, draughtiness, mobility).",2,1
To describe the rigid and persistent nature of the objects and their association with disease.,Refers to the physical functioning or performance of the object (vehicles or carriages).,2,1
"Describing the physical attributes of the object, not implying a feeling or emotion.","""Draughty"" describes a physical characteristic of the objects (poor ventilation).",2,0
"Describing physical attributes of the objects, not comparing them to something else.",The context describes physical attributes and features of the objects.,3,0
"""Reminder"" is used literally to describe the buses as physical representations of TB epidemics.",The signs on the bulkheads literally remind people not to spit.,1,0
The sentence is describing literal train carriages used during TB epidemics.,"Refers to actual outbreaks of tuberculosis, a contagious disease.",2,0
"Describing the signs as actually being made of enamel, not just metaphorically painted.","""enamelled"" describes the physical material of the signs.",2,0
It is used to describe the actual signs on the mobile reminders of TB epidemics.,"The signs are physically attached to the bulkheads, describing a real object.",2,0
"Describing physical characteristics of the objects, not metaphorical or symbolic meanings.","""Do"" is part of a physical sign with written instructions.",1,0
Literal description of the physical characteristics and purpose of the objects being described.,"""Do Not Spit"" is a direct instruction prohibiting spitting, not a figurative expression.",2,0
"Literal description of physical signs on objects, not symbolic or metaphorical.",The signs are physical objects screwed to the bulkheads with a specific message.,2,0
The signs were physically attached to the bulkheads with screws for durability and visibility.,"""Screwed"" describes the physical attachment of signs to bulkheads.",3,0
Describing a specific group of objects rather than using a metaphor or personification.,"""their"" refers to the physical bulkheads of the mobile reminders.",1,0
"Describing the physical structure of the buses, not using the term metaphorically.","""Bulkheads"" refers to physical partitions or walls in the described spaces.",2,0
- Essential for city traffic flow,"""play"" is used to convey a sense of importance or contribution, not physical action.",1,1
Key is used literally to describe the importance and central role of traffic lights in cities.,"""Key"" refers to importance, not a physical lock-opening device.",2,0
"It influences traffic flow, safety, and urban design aesthetics.","""Role"" is used to describe a function or part, not a literal acting role.",2,1
- Maintaining traffic flow,"""Keeping"" implies maintaining or sustaining movement, rather than physical possession.",1,1
City streets need efficient transportation systems for smooth traffic flow and aesthetic appeal.,"""city streets"" refers to actual urban roads and infrastructure.",2,0
It refers to physical roads or pathways for transportation and design.,"Refers to physical roads in a city, not an abstract concept.",3,0
It refers to the transportation system's function in keeping traffic flowing smoothly.,"""On the move"" implies dynamic activity, not physical relocation.",1,0
Describing a factual function or attribute.,"""is"" equates a concept (object of desire) with a tangible object.",1,0
It refers to an actual characteristic or quality of the object being discussed.,"""even"" implies a surprising or unexpected level of interest, beyond what's expected.",2,0
"It is a tangible, physical thing that serves a specific function or purpose.","""Object"" refers to a coveted or sought-after thing, not a physical entity.",2,0
"Efficiency, functionality, aesthetics, and innovation.","""Best"" implies a high level of admiration or aspiration, rather than a ranking.",2,0
#NAME?,"Refers to contemporary designers, implying a specific time period or era.",1,0
City streets require functional design for traffic flow and aesthetics.,Refers to professionals who design urban infrastructure or transportation systems.,2,0
Desire for efficient city street design drives modern designers to create innovative solutions.,"""desire"" refers to a strong creative interest, not a physical want or need.",2,0
To provide a specific instance or illustration.,"""example"" is used to introduce a specific instance or illustration.",3,0
to indicate the act of assigning a task or project to a specific individual or group,Refers to an official assignment or contract to design something.,2,0
Design is used non-metaphorically to refer to the actual creation and planning of the trams.,"""design"" refers to the creation of a tangible product (tram's physical appearance).",3,0
"""new"" is used literally to refer to the next generation of trams being designed.","Refers to a new, subsequent generation of trams, not an abstract concept.",3,0
Represents a new era or style of trams.,Refers to a specific series or batch of trams produced at a particular time.,3,1
"It is used as a descriptor for a specific type of tram, not a metaphorical concept.","Refers to a specific type of tram, ""Jumbo trams"", in a factual context.",3,0
"It is referring to a specific type of tram, not using the term in a metaphorical way.","Refers to a specific type of tram, implying a larger size or capacity.",3,0
Because it refers to a specific type of transportation vehicle in a specific city.,Refers to a specific type of transportation vehicle in Milan.,3,0
To specify the particular commission being referred to.,"""which"" refers to the actual commission, a tangible thing.",2,0
It implies the process of being awarded or assigned a project/task.,"""went into service"" implies physical introduction of trams into operation.",2,1
"Literal meaning, refers to the actual operation and use of the trams in 1979.","""service"" refers to the trams' operational use, not a figurative concept.",3,0
To indicate a specific location or context within the sentence.,"""Wa"" is a Chinese character used to represent a tram or streetcar.",1,0
"To indicate high prestige, status, and influence in the field of architecture and design.","""Leading"" implies prominence or superiority, not physical movement or direction.",2,1
Referring to nationality or origin of architects and designers involved in the project.,Refers to architects and designers of Italian nationality or origin.,3,0
"literal profession, designing physical structures or objects.","Refers to professionals who design buildings and structures, including trams.",2,0
Because it refers to professionals who create and plan the physical structure of objects.,"Refers to professionals who create designs, in this case, for trams.",3,0
Because it was a prestigious and high-profile project that would showcase their talent and skills.,Architects and designers cannot physically fight over a commission.,1,1
The Jumbo will have a long-lasting impact on Milan's streets due to its design.,"Refers to a specific point in time, indicating a sequence of events.",1,1
"Because it refers to a specific unit, the Jumbo, designed by Klaus Giovanni Koenig.","""all"" refers to a period of time, emphasizing the duration of the event.",1,0
