literal. To criticize or challenge aggressively or forcefully.,literal. To criticize or condemn something strongly and publicly,3
literal. Soviets have tactical advantage in those regions and can gain strategic leverage.,literal. To deter Soviet aggression and ensure peace in the region,2
literal. It means to criticize or confront Mr. Dukakis for not providing detailed answers on budget issues.,"literal. The word ""attack"" is used non-metaphorically because it refers to criticizing or opposing something",2
"literal. Literal description of military action, not figurative language.",literal. Because it describes a physical military action against a civilian target,3
"literal. Insects target weakened, dying trees for food and shelter after a fire.",literal. Because the insects are physically attacking the snags to prevent them from falling,2
literal. To compete and gain market share.,literal. To criticize or condemn the way McDonald's cooks its food,1
literal. The statement refers to a physical act of aggression or harm against U.S. vessels.,"literal. The sentence is referring to a literal action of attacking or laying mines, not a metaphorical or symbolic attack",2
literal. Because it directly describes physical violence or harm committed by members of Abu Nidal's organization.,literal. Because they were involved in a violent act and attempted to harm or attack a Jewish community center,3
literal. To prevent escalation of conflict and maintain stability in the region.,literal. To criticize or challenge Israel's actions or intentions in the peace process,2
"literal. Diplomatic relations, economic repercussions, cultural sensitivity, political backlash, trade agreements, global image.","literal. Historical sensitivities, reluctance to offend, fear of backlash, lack of evidence",2
literal. Increased attention and intervention from the United States typically indicate positive developments in El Salvador.,literal. 1. National security concerns,2
literal. Directly address and prevent the root cause of the problem to effectively solve it.,literal. To address and reduce the impact of poaching on wildlife populations,2
literal. Legal argument is being made against similar treatment of future claims in the Manville case.,literal. Because the Manville case is being considered on a federal level and involves similar legal arguments and issues,2
literal. Sparrows may attack yellow crocuses for food or to defend their territory.,literal. Because it refers to a physical action of attacking and destroying the crocuses,3
literal. The PLO's statement indicates a planned physical assault on Israeli targets as retaliation.,literal. literal use to indicate a planned or aggressive action,3
"literal. Opposition to agreement, criticizing it, creating obstacles for progress in superpower summit.",literal. Because it implies an aggressive response or confrontation from the United States,1
literal. Tamil rebels physically assaulted the village to target and harm the Sinhalese residents.,"literal. Ethnic conflict, retaliation, territorial control, religious tensions, revenge, political motives",1
"literal. The word ""attack"" is used non-metaphorically because it refers to addressing and resolving operational issues.",literal. Bank financing removed obstacle to attacking operating problems and cost war,2
literal. To emphasize the specific and purposeful nature of the drugs' actions against diseased cells.,literal. To specify the specific purpose or effect of the drug on the diseased cells,3
literal. Sen. Adams criticized poor working conditions in labs.,literal. To describe a strong and aggressive response or criticism towards the company's actions and policies,1
"literal. The statement refers to a physical act of aggression, not a figurative or symbolic attack.",literal. It refers to a physical or verbal assault on a military target,3
literal. The Aegis cruiser perceived the passenger jet as a threat or imminent danger.,literal. - Accurate description of fighter jet's movement,2
literal. 1. Criticized policies,"literal. The word ""attack"" is used non-metaphorically because it refers to criticism or opposition",2
"literal. It refers to a physical assault on the food convoys by the Eritreans, not just criticism.",literal. Because it refers to a physical or verbal assault on the Eritreans,2
literal. The positions were overrun because they were not well fortified and were meant for attacking.,literal. Because the Iranian army is physically assaulting the positions of the Iraqi army,2
literal. To reduce expenses and improve efficiency.,literal. To reduce costs and maintain efficiency,3
literal. To ensure strategic coordination and prevent vulnerability in the event of a base being compromised.,literal. It refers to the physical action of organizing and executing an attack on multiple bases,2
literal. Competing for market share. Differentiating products. Increasing sales. Keeping up with trends.,literal. To emphasize the negative impact of coffee's breakfast appeal on people's health,1
literal. Because they actively criticized and protested against the legal system's decision and actions.,literal. Because it refers to a physical or verbal assault on the country's legal system,3
literal. It means they would have criticized or opposed the tax reform plan.,literal. To criticize or condemn the proposal for favoring the wealthy,3
"literal. The word ""attack"" is used non-metaphorically because it describes a physical act of violence.",literal. Mugniyah has been trying to free his wife's brother for four years,1
literal. The Treasury official criticized the proposal for being a commercial venture without innovation.,literal. It refers to a deliberate and aggressive criticism or challenge,2
literal. Because it describes direct physical aggression or violence towards a specific group or individual.,literal. Because it refers to a physical assault on Catholics by Protestant extremists,2
literal. The social wing disagreed with the plans and wanted more tax revenue for the poor.,literal. Because it refers to a physical or verbal assault on the plans,2
"literal. The word ""attack"" is used non-metaphorically to describe a physical assault or offensive action.",literal. Assault is used non-metaphorically to describe a physical military response to a missile attack,3
literal. Efficiently address and confront issues related to taxes and Social Security to achieve deficit reduction.,literal. To address and reduce the deficit through budget discipline and restructuring,3
"literal. The term ""attacking"" is used to describe the actions of guerrillas in a literal sense.",literal. They are not intended to physically harm the guerrillas,2
literal. Critics believe it dishonors the unique experiences and sacrifices of Vietnam War veterans.,"literal. Historical accuracy, criticism from experts, lack of understanding of current conflicts",2
metaphor. Genetic variability can influence virus behavior by affecting its ability to infect different cells.,literal. Variability in the virus' genetic make-up may predispose it to infect different cells in the body,3
"metaphor. It conveys a strong and energetic performance, showcasing his mastery and dedication to his craft.",literal. Vladimir Feltsman is physically and mentally prepared for his performances,1
metaphor. to criticize or oppose fiercely and aggressively for their negative impact on the economy.,literal. To criticize or condemn fiercely and strongly against something,3
metaphor. Peres wants to highlight his own potential as a leader and criticize the current administration.,literal. Because it refers to a physical or verbal assault on the current government or administration,2
"metaphor. Using the word ""attack"" metaphorically emphasizes the need for a strategic and thoughtful approach in criticism.","literal. It implies a strong and aggressive response or defense, not a gentle or reflective approach",2
metaphor. The industry trade groups challenged the legality of the lemon law in court.,literal. To challenge or challenge the constitutionality of the lemon law,3
metaphor. To criticize or challenge in a forceful or aggressive manner for lacking honesty or transparency.,literal. Mr. Goldman is trying to refute the claims made by his subject in a challenging and informative manner,2
metaphor. To emphasize strong criticism or confrontation towards the House panel's actions.,literal. To criticize or condemn openly and publicly for investigating and discussing the SEC's activities,2
metaphor. - Blame for market volatility,literal. To describe a strong and aggressive response or criticism from the specialist system,1
metaphor. It implies legal challenges or disputes over trademark claims within the industry.,literal. Because it refers to a literal act of attacking or challenging something,2
"metaphor. Due to economic instability and mismanagement, leading to a rapid increase in prices.","literal. Increased inflation leads to increased spending and consumption, causing economic problems and inflation",2
metaphor. Legal actions taken against company's defensive measures to prevent a takeover.,literal. To describe a legal action or strategy to defend or assert control over a company,2
"metaphor. The enzymes break down the plastic molecules, causing them to decompose into water and carbon dioxide.",literal. Because it is referring to the physical action of breaking down or breaking down the plastic,2
metaphor. To convey the player's aggressive and enthusiastic approach to hitting in baseball.,literal. To describe the physical action of hitting the ball with force and power,2
"metaphor. Insects are not physically attacking the trees, but taking advantage of their weakened state.",literal. To describe the physical act of attacking or damaging trees,2
metaphor. Critics believe the rate is too low due to potential biases or inaccuracies in the study.,literal. It refers to a literal attempt to lower the rate,2
metaphor. To convey the impact of criticism on the player's mental state and confidence.,literal. It refers to a physical or verbal assault on the player's psyche or confidence,2
metaphor. They disagree with the findings or conclusions presented in the report.,literal. It was attacked for being too optimistic or not based on new research,2
metaphor. Judge Pollack felt personally criticized and feared his reputation was being tarnished.,"literal. The word ""attack"" is used non-metaphorically because it refers to criticism or opposition",2
"literal. To avoid causing panic or speculation among customers, investors, and stakeholders.","literal. Besiege refers to being overwhelmed or surrounded, in this case by rumors and concerns",1
"literal. Lackluster ratings, savage reviews, rumors of cancellation, and new rival programs are besieging ""USA Today.""","literal. Inability to attract viewers, negative reviews, competition from other shows, and rumors of cancellation",2
literal. Perceived as overwhelmed by public scrutiny and criticism.,literal. They are overwhelmed by the volume of cases and must prioritize them,2
literal. Close proximity and unsanitary conditions facilitated the spread of the plague among the Mongol besiegers.,"literal. The word ""besiege"" is used non-metaphorically to describe the siege of Caffa by the Mongols",2
"literal. Political pressure, desire for peace, diplomatic strategy, avoiding confrontation.",literal. To indicate a persistent and relentless attempt to gain something from the situation,2
literal. The company is facing numerous challenges and difficulties that are overwhelming and difficult to manage.,"literal. Lack of resources, rapid growth, lack of planning, external factors affecting company performance",2
"literal. Special interests influenced Congress to pass Smoot-Hawley, and the President signed it to appease them.",literal. Because it refers to a prolonged and intense effort or conflict by the government to address and resolve the issue,2
literal. Banner is overwhelmed by a large number of thrill-seekers constantly reaching out to them.,"literal. High demand for service, overwhelming number of calls, inundated with inquiries",1
metaphor. Symbolizes aggressive competition and hostile tactics in business.,literal. To indicate a persistent and relentless pursuit or attack on their targets,2
metaphor. Baseball fans admire him and want to connect with a player they idolize.,"literal. The word ""besiege"" is used literally to describe a large amount of people seeking one or more items",1
"metaphor. Aldermen are focused on art criticism, legislators are more interested in clowning around.","metaphor. Lack of urgency, lack of commitment, lack of support, resistance to change",1
literal. Cool is used to describe the temperature control function of heavy water in reactors.,metaphor. To describe the physical process of cooling a reaction vessel,2
literal. The front is not strong enough to significantly lower temperatures.,"metaphor. It means it will make the area feel cooler, not physically cooler",2
literal. The circuits were overheating due to high power usage and inadequate cooling systems.,"metaphor. Cooling problems led to increased costs, leading to financial losses for the company",2
literal. To describe the temperature or climate.,literal. Cooling costs are not a literal concept; they refer to the expected costs to cool a residence in average August weather,2
literal. Cooling equipment is a necessary step in maintaining functionality and preventing overheating damage.,"literal. To repair, restore, and re-test the equipment before using it in combat",2
"literal. Describing a physical process, cooling is a literal action in this context.","literal. It is referring to the physical process of cooling the mold, not a metaphorical concept",3
literal. Describes a literal need for cooling due to heat generation in the vehicle's trunk.,literal. Describing the action of the fans cooling the compartment down,3
literal. Cooling is necessary for superconductors to reach optimal performance levels and minimize resistance.,metaphor. To prevent defects and maintain performance,2
metaphor. 1. Small-stock performance not accurately reflected,"metaphor. Greater market volatility caused the index to drop a little bit, but overall it remained strong",2
"metaphor. The term ""cooling off"" period is used metaphorically to imply a delay or waiting period.",metaphor. Cooling off period is a legal requirement for selling a firearm in Florida,3
metaphor. - Indicates changing economic conditions,metaphor. - To indicate a change in mood or atmosphere.,3
metaphor. to convey a negative impact or consequence of the faulty design of the core cooling system.,metaphor. The NRC determined that the cooling system for the Fermi 2 reactor was faulty and caused the radiation exposure,2
"metaphor. Decrease in economic activity, slowing growth, declining consumer spending, lower business investment, reduced employment opportunities.",metaphor. - Decreased demand,2
"metaphor. Stock market crash caused uncertainty and instability, leading Home Group to reconsider the deal.",metaphor. It implies that the crash caused a decrease in enthusiasm or excitement about the deal,2
"metaphor. Increased risk and volatility, shifting focus to larger, more stable stocks.",metaphor. Pension plans are no longer as enthusiastic or willing to take on new small-stock investments,1
metaphor. Because the decrease in agricultural stockpiles could slow down economic growth in the third quarter.,"metaphor. Decreased crop production leads to lower demand for goods, causing prices to drop",2
metaphor. Changing political landscape and relaxed tensions have reduced the urgency for reunification with mainland China.,"metaphor. Increased freedom, less government pressure, more receptive to international trade",1
"metaphor. To prevent overheating, control inflation, and maintain economic stability.",metaphor. To slow down or stabilize economic growth and prevent inflation,3
metaphor. To slow down or reduce inflationary pressures and prevent the economy from overheating.,metaphor. To slow down or stabilize economic growth and prevent inflation,3
"metaphor. Higher interest rates slow borrowing and spending, cooling down the economy without stopping growth.",metaphor. It means a decrease in activity or interest rates will cause the economy to slow down,2
"metaphor. Because the sell-off reduced speculation and uncertainty, leading to a decrease in inflationary fears.",metaphor. It implies that the sell-off reduced investor confidence and caused prices to drop,2
"metaphor. Cooling off represents a decrease in activity or excitement, leading to lower earnings and market impact.","metaphor. Lower earnings would decrease demand for stocks, causing prices to drop",2
metaphor. 1. Clients' demands became more difficult.,metaphor. Cooling interest or passion may indicate a decrease in intensity or desire,1
metaphor. - To indicate a need for moderation or control,metaphor. To indicate a decrease in intensity or excitement due to decreased demand or excitement,3
metaphor. China's cooling measures led to decreased demand and investment opportunities for foreign exporters.,metaphor. Foreigners and investors were negatively affected by the economic downturn,2
metaphor. Market uncertainty and changing conditions are likely to impact farm futures prices in the future.,"metaphor. Cooling inflation fears, increased stability in farm prices, less volatility in prices",2
metaphor. To prevent inflation and maintain economic stability.,metaphor. To prevent inflation and stabilize the economy,4
"metaphor. Using ""cool it down"" metaphorically means to calm or control a situation, not physically cool it.",metaphor. The army cannot physically cool down or control the situation,3
metaphor. - Diplomatic pressure,metaphor. Increased pressure and desire for peace will convince Iran to normalize relations with the U.S,2
"metaphor. High demand, limited supply, speculation, and investor confidence drive the property market unaffected by crashes.",metaphor. Cooling effect is not expected because property market is not experiencing a sudden decrease in demand or increase in prices,2
metaphor. Saddam Hussein's actions are stirring up conflict and preventing peace from being achieved.,metaphor. It implies that the situation will not improve despite the threat posed by Saddam Hussein,2
metaphor. 1. Ongoing conflicts and issues persist.,"metaphor. Cooling tensions, geopolitical tensions, economic uncertainties, and potential threats to international peace and stability",2
"metaphor. Margin requirements seen as healthy and reassuring, not cooling market as intended.",metaphor. To slow down or stabilize rising prices by increasing requirements,2
metaphor. To reduce excessive speculation and stabilize market volatility.,metaphor. To indicate that the rumors caused a decrease in trading activity,2
"metaphor. To prevent overheating, excessive speculation, and potential market instability.",metaphor. To slow down or stabilize the market's upward movement,2
metaphor. To lower financial risks and maintain political support.,"metaphor. Cooling capital markets is a priority for party supporters, outweighing Riksbank's arguments",1
"metaphor. Interest waned or diminished in Information Resources, causing a decrease in speculative ardor.",metaphor. Cool enthusiasm faded after initial enthusiasm was cooled by information resources market volatility,2
metaphor. Decrease in demand or market saturation may have caused the cooling of new orders.,"metaphor. Decrease in demand, increased competition, market saturation, seasonal factors, or external factors may have contributed to the decline",2
metaphor. Cool suggests calmness and control in dealing with contentious issues diplomatically and tactfully.,metaphor. To suggest reducing tensions or resolving conflicts through diplomatic means,2
metaphor. To downplay or reduce tensions and conflicts between countries regarding trade practices.,metaphor. It suggests that the latest move is to avoid controversy or resistance,2
"literal. Describing actual physical movements in a performance, not symbolic or representational.","literal. The word ""dance"" is used non-metaphorically because it refers to literal movements performed by individuals",3
literal. Literal description of Barbie dolls being manipulated to appear as if dancing autonomously.,"literal. Barbie and her friends are physically moving and performing in a literal sense, not metaphorically",2
"literal. The term ""dance"" is used literally to refer to physical movement and coordination skills.","literal. The word ""dance"" is used non-metaphorically to indicate physical movement and performance",3
"literal. literal action described, not symbolic or figurative.","literal. The word ""dance"" is used non-metaphorically because it refers to the physical movement and performance of the dog",2
literal. The phrase is describing a literal action of dancing at an event or gathering.,"literal. The word ""dance"" is used non-metaphorically because it refers to physically moving eyes and bodies in a specific rhythm",3
"literal. It is describing a literal dance performance on stage, not a figurative or symbolic act.",literal. To show off his wealth and power,2
literal. The dance is a literal expression of the characters' shared feeling of boredom and disillusionment.,"literal. The musical's message is expressed through a single, memorable number",1
literal. The younger members had more enjoyable performances due to their skill and enthusiasm.,"literal. Because the dancers were better than those at the premiere, and enjoyable to watch",2
literal. literal description of physical movement and activity at a social event.,"literal. The word ""dance"" is used non-metaphorically because it refers to literal movements performed by individuals",3
"literal. Literal action of dancing and juggling soccer balls, not symbolic or metaphorical.",literal. Literal action of moving and performing with toys in a literal sense,2
"literal. literal description of physical movement, expressing joy or excitement.",literal. The speaker is physically moving back into a situation or situationally engaging in a behavior,2
literal. Lack of technical skill or training.,"literal. Lack of technical skill, training, or experience",3
"literal. The word ""dance"" is used non-metaphorically to convey the constant performance and pressure in interviews.","literal. The word ""dance"" is used literally to describe the physical movement and performance of the characters",3
literal. Godunov was a professional ballet dancer before defecting from the Soviet Union.,"literal. The word ""dance"" is used non-metaphorically because it refers to literal movements performed by someone",2
literal. Literal description of physical movement.,"literal. The word ""dance"" is used non-metaphorically because it refers to physically moving rhythmically in a specific direction",3
literal. Charles Jude's energetic performance highlighted Nureyev's declining physical abilities.,literal. Literal action of moving rhythmically to music or dance,1
"literal. It is describing actual physical movement and expression of worship, not a symbolic action.","literal. The word ""dance"" is used non-metaphorically to describe the action of the congregation",2
"literal. The speaker is physically dancing on the ceiling, as if defying gravity.","literal. The speaker is literally moving their body in a literal sense, not metaphorically",2
"literal. Literal description of women performing a dance at a strip club, no metaphorical meaning intended.",literal. Describing a literal action of people dancing together in a specific location,3
"literal. literal description of teenagers dancing together on television, no hidden meaning or metaphor",literal. Because it refers to the physical act of dancing together on TV,3
"literal. Sasha wears eyeglasses for vision correction, not as a fashion statement or accessory.","literal. The speaker is literally dancing with her eyes closed, not metaphorically experiencing a moment of silence",1
"literal. Because the sentence describes a literal action of tap dancing on stage, not a metaphorical use.","literal. The word ""dance"" is used non-metaphorically because it refers to physically moving rhythmically on the stage",3
"literal. Literal action of watching a video, not actually dancing.",literal. Literal action of moving rhythmically to the music or video,2
"literal. Describing a physical movement, showcasing agility and footwork in a boxing match.","literal. The word ""dance"" is used non-metaphorically because it refers to physically moving and performing movements",2
"literal. The word ""dance"" is used non-metaphorically in this context because it is describing a literal action.","literal. The word ""dance"" is used non-metaphorically because it refers to the physical action of moving rhythmically to music",3
"literal. The word ""dance"" is used literally to describe the character's physical movements and actions.",literal. Literal description of a person dancing on a stage,3
literal. literal description of an event happening at the Pierre Hotel with advertising executives.,"literal. Literal action of dancing is described, not a metaphorical or symbolic act",2
"literal. The sentence describes an actual event where pigs are dancing and flying, not metaphorical.","literal. The phrase refers to physically experiencing or experiencing something through movement, not a metaphorical concept",2
"literal. Literal description of a physical activity involving movement to music, not a metaphorical expression.","literal. The word ""dance"" is used non-metaphorically because it refers to the physical action of moving rhythmically to music",3
"metaphor. Avoiding direct action, discussing but not committing to a specific plan or decision.","literal. Literal meaning, no symbolic interpretation",2
metaphor. Companies are already cooperating with Wall Street's demands and expectations.,literal. Companies are taking steps to adapt to market changes and stay competitive,2
"metaphor. Dance means to move or act freely, diddle means to waste time or procrastinate.",literal. The speaker is referring to not being able to perform or do something physically,1
"literal. The physical structure of the superconductors is altered, disrupting their ability to conduct electricity efficiently.",metaphor. Pounding destroys the superconductors' ability to conduct large electrical current without resistance,2
"literal. Chemical reactions break down the structure of the polymers, causing them to disintegrate.",literal. To eliminate the link between the fibers and the environment,1
"literal. Perceived as untrustworthy or radical, potential loss of credibility and opportunities, negative consequences.","literal. Lack of credibility, fear of consequences, lack of understanding, resistance to change, lack of faith in potential outcomes",2
"literal. - Pollution, deforestation, urbanization, and climate change have significantly damaged the environment.","literal. Increased pollution, economic downturn, lack of natural resources, invasive species, high technology",2
literal. To eliminate or neutralize enemy threats and restore peace and order in the region.,literal. literal use to indicate the physical destruction of enemy forces and facilities,3
literal. - Religious intolerance,literal. Because it was used as a military objective and destroyed due to Moslem aggression,1
"literal. Destroy means to physically ruin or damage, not just metaphorical destruction.",literal. Old clothes are often destroyed and new ones don't adhere to societal norms and beliefs,1
literal. To accurately describe the malicious intent and impact of a virus on computer systems.,literal. To emphasize the malicious intent of the virus and its ability to harm or destroy computers,3
literal. It accurately describes the cop defeating the villains in a dramatic and intense manner.,"literal. Because it means to eliminate or destroy something, not physically destroy it",2
literal. They wanted to eliminate or overthrow a government they believed was controlled by Zionists.,literal. To emphasize the deliberate and violent destruction of the business enterprise,1
literal. To protect sensitive information and ensure compliance with privacy laws and regulations.,"literal. Cost savings, efficiency, convenience, quality control, data preservation, maintaining inventory",1
literal. The Sandinista offensive aimed to physically eliminate the freedom fighters.,"literal. literal meaning, intentional destruction of enemy forces, strategic advantage, minimizing casualties, eliminating threats",2
"literal. Fire physically damaged the opera house, causing destruction to the backstage facility, sets, and costumes.",literal. The fire caused extensive damage and destruction to the opera house and surrounding area,3
literal. The lasers physically break down birthmarks and kidney stones without the need for surgery.,literal. Literal meaning of destroying or eliminating the cancerous cells,1
"literal. Promoting peace and cooperation is the goal, not destruction or harm.",literal. To emphasize the severity of their situation and desire for freedom,1
"literal. to dispel rumors, protect brand image, maintain business interests, avoid negative publicity and legal repercussions.",literal. Maintaining control over assets and branding,2
literal. It is used literally to indicate physical destruction or elimination of the Contra bases.,"literal. To describe a physical action of destroying something, not a metaphorical concept",3
literal. To avoid escalation and maintain control of the situation without causing further harm or conflict.,literal. To show aggression and respond with force,2
literal. To protect patient confidentiality and ensure privacy compliance.,literal. Literal destruction of documents due to routine office cleaning,1
"literal. CFCs react with ozone molecules, breaking them down and depleting the ozone layer.","literal. CFCs break down ozone molecules, leading to ozone depletion and harm to the environment",3
"literal. ""Destroy"" is used non-metaphorically to describe the actual breaking down or depletion of ozone.","literal. To emphasize the change in chemical composition without using the word ""destroy""",2
literal. The explosion did not completely demolish or obliterate the rocket fuel plant.,"literal. The explosion did not destroy the plant, which was not a physical object",3
literal. Literal description of the demonstrated capability of the object without metaphorical intent or exaggeration.,"literal. Drones are small, maneuverable vehicles that can be targeted and destroyed with precision",2
