sent1,sent2,label,matrics
literal. Bally needs more employees for their growing fitness equipment manufacturing businesses.,"literal. Employees will be incorporated into Bally's manufacturing businesses, not physically absorbed like a liquid.",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4166666666666667, 0.09090909090909091, 0.3333333333333333, 0.12195121951219512]"
literal. Because the company has the capacity and resources to integrate the new jobs into its existing business.,"literal. Absorbing jobs means incorporating them into the private health-care business, not metaphorical transformation.",0,"[0.21470779802151024, 1.6720924800836196e-308, 1.6720924800836196e-308, 1.6720924800836196e-308, 0.2777777777777778, 0.0, 0.2222222222222222, 0.11363636363636365]"
"literal. Slow demand, oversupply, economic uncertainty, high competition, limited financing options.","metaphorical. The term ""absorbed"" is used metaphorically to convey the idea of the market taking in inventory.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
metaphor. Exchange rates adjust quicker than price levels to absorb shocks from changes in terms of trade.,"literal. The term ""absorb"" is used in a literal sense to mean to take in or adjust to.",1,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.29411764705882354, 0.0, 0.11764705882352941, 0.11695906432748537]"
"metaphor. Soybean industry is larger and more resilient, able to weather temporary difficulties.","literal. ""Soybean industry can financially withstand short-term setbacks due to its size and stability.""",1,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3076923076923077, 0.08333333333333333, 0.23076923076923078, 0.11450381679389314]"
metaphor. Metaphorically refers to understanding and internalizing information or knowledge.,"metaphorical. ""absorb"" is a metaphor for understanding or internalizing information.",1,"[0.3, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6, 0.1111111111111111, 0.5, 0.20000000000000004]"
metaphor. Cincinnati residents embrace diversity and adapt to new cultural influences through food and music.,"metaphorical. People cannot literally absorb food or music, indicating assimilation and adaptation to new cultures.",1,"[0.26666666666666666, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5333333333333333, 0.2857142857142857, 0.4, 0.29733333333333334]"
"metaphor. Maintain competitive pricing, protect market share, avoid losing customers, absorb costs for long-term gains.","literal. ""Absorb"" is used literally to describe the action of covering the cost of the tariff.",1,"[0, 0, 0, 0, 0.125, 0.0, 0.125, 0.033112582781456956]"
"metaphor. Market is able to withstand selling pressure and continues to rise, showing strength and bullish sentiment.","metaphorical. The market cannot literally absorb selling, it indicates resilience and growth potential.",1,"[0.05654934466089881, 1.6357440907688813e-308, 1.6357440907688813e-308, 1.6357440907688813e-308, 0.23529411764705882, 0.0, 0.23529411764705882, 0.06024096385542169]"
metaphor. Mr. Jackson has accepted and internalized both positive and negative information from the press.,"metaphorical. The press is not physically giving anything to Mr. Jackson, indicating a figurative absorption.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.14285714285714285, 0.2, 0.06666666666666667]"
metaphor. Gen. Jaruzelski has not fully understood or internalized the impact of the strikes in May.,"literal. Refers to physically taking in or assimilating information, not a metaphorical concept.",1,"[0.18321292103491182, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.25, 0.0, 0.0625, 0.20103503184713375]"
"metaphor. It consumes a significant portion of her income, leaving little for other expenses.",literal. The cost is actually taking away a significant portion of her monthly income.,1,"[0.3571428571428572, 0.30769230769230765, 0.25, 0.18181818181818182, 0.42857142857142855, 0.3076923076923077, 0.42857142857142855, 0.3557142857142857]"
metaphor. Agencies may struggle to cover full cost without impacting other programs or services.,literal. The agencies will need to directly bear or take on only half of the cost.,1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.1056338028169014]"
metaphor. To indicate merging or taking over another entity.,"literal. The word ""absorb"" is used in a business context, indicating a merger or acquisition.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.0, 0.2222222222222222, 0.10416666666666666]"
metaphor. To eliminate competition and control religion in Ukraine.,literal. The Russian Orthodox Church physically absorbed the Ukrainian Catholic Church through force and coercion.,1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1111111111111111, 0.0, 0.1111111111111111, 0.05208333333333333]"
metaphor. To cover costs and maintain profitability.,literal. The funds actually take on a portion of the expenses as part of management.,1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. The tenant was physically attacked by the pet monkey owned by other renters.,literal. The tenant was physically attacked by a pet monkey owned by other renters.,0,"[0.9285714285714286, 0.8461538461538461, 0.75, 0.6363636363636364, 0.9285714285714286, 0.8461538461538461, 0.9285714285714286, 0.9150464919695689]"
literal. Because it refers to physical violence and intentional harm towards another person.,"literal. Assault is a physical act of violence, not a metaphorical expression in this context.",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.07575757575757576]"
literal. To emphasize the severity of the threat to women's safety and the urgent need for protection.,"literal. The ad is providing statistics on actual physical harm, not using assault as a metaphor.",0,"[0.05871331642584224, 2.090263448406506e-308, 2.090263448406506e-308, 2.090263448406506e-308, 0.1111111111111111, 0.0, 0.1111111111111111, 0.05917159763313609]"
"literal. Because it refers to a specific criminal act, not a figurative or symbolic action.","literal. The word ""assaulted"" is used literally to describe a physical attack in the case.",0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.10000000000000002]"
"metaphor. Different political agendas, prioritizing different issues, questioning effectiveness of aid programs.","metaphorical. The House Subcommittee is not physically attacking the White House, but opposing aid requests.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.04065040650406504]"
"metaphor. The term ""assault"" is used metaphorically to emphasize the importance of peaceful and respectful government functioning.","metaphor. The word ""assaulting"" is used figuratively to describe the process of challenging or attacking democracy.",1,"[0.4109932149808957, 0.12525507504179678, 2.090263448406506e-308, 2.090263448406506e-308, 0.47058823529411764, 0.1875, 0.47058823529411764, 0.33872720685907504]"
metaphor. Disappointment with results of perestroika led to verbal assaults on Gorbachev in Krasnoyarsk.,"literal. The verb ""assault"" is used to describe a physical attack, which is not metaphorical.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.21428571428571427, 0.0, 0.07142857142857142, 0.035460992907801414]"
"literal. Gramm believes in plant stress research over weed center funding, supporting his agenda.","literal. The word ""attacked"" is used to describe an action against federal financing, not figuratively.",0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.035460992907801414]"
literal. Different political stances and actions between the two versions of Francois Mitterrand.,metaphorical. Chirac did not physically attack Mitterrand but criticized his political stance and actions.,0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.38461538461538464, 0.25, 0.3076923076923077, 0.22476675148430877]"
literal. 1. Dependent on good will,literal. The sentence is describing a physical act of aggression that would be irrational.,0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.16666666666666666, 0.0, 0.16666666666666666, 0.07352941176470588]"
literal. Different perspectives within the executive branch on the use of independent counsels.,"metaphor. The term ""attack"" is used metaphorically to describe the criticism or opposition of prosecutors.",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3076923076923077, 0.0, 0.23076923076923078, 0.15151515151515152]"
literal. Because it describes a verbal or written criticism or opposition towards the governor's policies.,"metaphorical. ""attacked"" is used to describe verbal criticism, not physical violence.",0,"[0.06319490258171626, 1.54674658298039e-308, 1.54674658298039e-308, 1.54674658298039e-308, 0.1875, 0.0, 0.1875, 0.0684931506849315]"
literal. To indicate physical violence or harm intended to be inflicted on a specific target.,"literal. The statement describes a planned physical assault with explosives, not a symbolic attack.",0,"[0.19951345279371915, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.2, 0.0, 0.2, 0.10067114093959734]"
literal. To describe a physical act of aggression or violence towards the Norwegian tanker.,literal. The sentence describes a physical act of aggression towards a tanker.,0,"[0.5643211499270759, 0.30781153632385966, 0.2539445174671842, 0.188107049975692, 0.7142857142857143, 0.38461538461538464, 0.6428571428571429, 0.6003623188405797]"
literal. To criticize or challenge aggressively or forcefully.,"metaphorical. The word ""attack"" is used to describe verbal criticism, not physical aggression.",0,"[0, 0, 0, 0, 0.375, 0.0, 0.375, 0.058823529411764705]"
literal. Soviets have tactical advantage in those regions and can gain strategic leverage.,"literal. The sentence is discussing a potential military attack by the Soviets, not using metaphorical language.",0,"[0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.03759398496240602]"
literal. It means to criticize or confront Mr. Dukakis for not providing detailed answers on budget issues.,"metaphorical. The preacher and civil rights leader verbally criticized Mr. Dukakis, not physically attacking him.",0,"[0.116689775872393, 1.9473252738654987e-308, 1.9473252738654987e-308, 1.9473252738654987e-308, 0.23529411764705882, 0.0625, 0.23529411764705882, 0.0892857142857143]"
"literal. Literal description of military action, not figurative language.","literal. The sentence describes a physical military action, not a figurative attack.",0,"[0.4166666666666667, 0.18181818181818182, 0.10000000000000002, 2.2250738585072626e-308, 0.5555555555555556, 0.25, 0.5555555555555556, 0.4795698924731184]"
literal. - physical violence or aggression,"literal. The word ""attacked"" is describing a physical assault on the embassy.",0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.0, 0.4, 0.15151515151515152]"
"literal. Insects target weakened, dying trees for food and shelter after a fire.","literally. - Insects physically consume the snags, and wind physically causes them to fall.",0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.07633587786259544]"
literal. To compete and gain market share.,"literal. The word ""attacks"" is describing a new aggressive advertising campaign against McDonald's cooking methods.",0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06410256410256411]"
literal. The statement refers to a physical act of aggression or harm against U.S. vessels.,literal. The sentence is describing the ship's actions in a physical and direct manner.,0,"[0.26601793705829224, 0.14324042764677275, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3125, 0.13333333333333333, 0.25, 0.2118288590604027]"
literal. Because it directly describes physical violence or harm committed by members of Abu Nidal's organization.,literal. Specific details and actions mentioned suggest a direct physical assault or aggression.,0,"[0.18321292103491182, 1.7665365515873297e-308, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.17647058823529413, 0.0, 0.17647058823529413, 0.09554140127388534]"
literal. 1. Critics believe fines did not address underlying issues in workplace safety.,"metaphorical. The word ""attack"" is used to show that fines did not effectively address issues.",0,"[0.26666666666666666, 0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 0.38461538461538464, 0.16666666666666666, 0.38461538461538464, 0.2840909090909091]"
literal. To prevent escalation of conflict and maintain stability in the region.,"metaphorical. Sharon cannot physically attack a peace effort, it refers to undermining or sabotaging it.",0,"[0, 0, 0, 0, 0.08333333333333333, 0.0, 0.08333333333333333, 0.04065040650406504]"
"literal. Diplomatic relations, economic repercussions, cultural sensitivity, political backlash, trade agreements, global image.","metaphorical. The administration is not physically attacking Tokyo, but imposing trade restrictions.",0,"[0.07667036788577694, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.07692307692307693, 0.0, 0.07692307692307693, 0.03875968992248062]"
literal. Increased attention and intervention from the United States typically indicate positive developments in El Salvador.,"literal. The statement refers to a physical attack on the country, not a metaphorical one.",0,"[0.12473426467088237, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.125, 0.0, 0.125, 0.06289308176100629]"
literal. Directly address and prevent the root cause of the problem to effectively solve it.,literal. The sentence describes the World Wildlife Fund taking action to address the issue directly.,0,"[0.3333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.0, 0.26666666666666666, 0.16666666666666666]"
literal. Legal argument is being made against similar treatment of future claims in the Manville case.,"literal. The word ""attack"" is used in a legal context to refer to a legal challenge.",0,"[0.1875, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3125, 0.0, 0.1875, 0.15625]"
literal. Sparrows may attack yellow crocuses for food or to defend their territory.,"metaphor. Sparrows do not intentionally attack flowers, it is a metaphor for their behavior towards them.",0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3076923076923077, 0.0, 0.3076923076923077, 0.15037593984962408]"
literal. The PLO's statement indicates a planned physical assault on Israeli targets as retaliation.,"literal. The word ""attack"" is used literally as it refers to a planned military strike on Israeli targets.",0,"[0.3888888888888889, 0.17647058823529413, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5333333333333333, 0.2857142857142857, 0.4666666666666667, 0.4407596371882086]"
"literal. Opposition to agreement, criticizing it, creating obstacles for progress in superpower summit.","metaphorically. Conservatives criticized the accord, they did not physically attack it.",0,"[0, 0, 0, 0, 0.15384615384615385, 0.0, 0.15384615384615385, 0.03906250000000001]"
literal. Tamil rebels physically assaulted the village to target and harm the Sinhalese residents.,literal. Describes physical action of violence carried out by Tamil rebels on village.,0,"[0.21368332584053448, 0.077163423220193, 2.060331790082205e-308, 2.060331790082205e-308, 0.35714285714285715, 0.07692307692307693, 0.2857142857142857, 0.22706834532374098]"
"literal. The word ""attack"" is used non-metaphorically because it refers to addressing and resolving operational issues.","metaphorical. ""Attack"" is used figuratively to describe addressing and solving operational issues.",0,"[0.4179765978347104, 0.19541763015648797, 1.594335087959687e-308, 1.594335087959687e-308, 0.5294117647058824, 0.25, 0.47058823529411764, 0.48076923076923084]"
literal. To emphasize the specific and purposeful nature of the drugs' actions against diseased cells.,literal. The sentence describes how drugs can be directed specifically towards diseased cells for treatment.,0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.07142857142857142, 0.3333333333333333, 0.13333333333333333]"
literal. Sen. Adams criticized poor working conditions in labs.,"literal. The word ""attacked"" is used to describe Sen. Adams' criticism of the conditions.",0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5555555555555556, 0.25, 0.5555555555555556, 0.15789473684210528]"
"literal. The statement refers to a physical act of aggression, not a figurative or symbolic attack.",literal. Describing a physical act of aggression by Moscow against a non-military target.,0,"[0.36642584206982365, 0.1984806644544878, 0.1443495741487184, 0.07939226578179515, 0.4375, 0.26666666666666666, 0.4375, 0.35828025477707004]"
literal. The Aegis cruiser perceived the passenger jet as a threat or imminent danger.,literal. The Aegis cruiser mistakenly identified the passenger jet as a threat to be attacked.,0,"[0.6666666666666666, 0.5714285714285714, 0.46153846153846156, 0.3333333333333333, 0.7142857142857143, 0.6153846153846154, 0.7142857142857143, 0.7063829787234043]"
literal. 1. Criticized policies,literal. The Indiana conservative physically criticized the Carter administration's actions regarding water projects.,0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.0, 0.5, 0.20408163265306123]"
"literal. It refers to a physical assault on the food convoys by the Eritreans, not just criticism.","literal. Describes physically attacking food convoys, not a metaphorical attack.",0,"[0.19863412151656382, 1.104938977985153e-308, 1.104938977985153e-308, 1.104938977985153e-308, 0.35294117647058826, 0.0625, 0.29411764705882354, 0.26158827539195634]"
literal. The positions were overrun because they were not well fortified and were meant for attacking.,Literally. The passage describes physical positions being overrun in a military attack.,0,"[0.17913282764344732, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.3125, 0.06666666666666667, 0.3125, 0.09615384615384616]"
literal. To reduce expenses and improve efficiency.,metaphorical. It is unlikely that banning fresh flowers would physically harm the company.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. To ensure strategic coordination and prevent vulnerability in the event of a base being compromised.,"literal. The term ""attacking teams"" refers to actual teams organized for an offensive operation.",0,"[0.06191984998215582, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.1875, 0.0, 0.125, 0.0949367088607595]"
literal. Competing for market share. Differentiating products. Increasing sales. Keeping up with trends.,"metaphorical. ""attacking"" is not a physical action, but a marketing strategy targeting coffee drinkers.",0,"[0, 0, 0, 0, 0.07692307692307693, 0.0, 0.07692307692307693, 0.03816793893129772]"
literal. Because they actively criticized and protested against the legal system's decision and actions.,"metaphorical. The black community did not physically attack the legal system, but criticized it publicly.",0,"[0.2, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.14285714285714285, 0.2, 0.18124507486209612]"
literal. It means they would have criticized or opposed the tax reform plan.,"metaphorical. Congressional liberals cannot physically attack the tax reform plan, so it is metaphorical.",0,"[0.21428571428571425, 0.15384615384615385, 0.08333333333333333, 2.2250738585072626e-308, 0.38461538461538464, 0.25, 0.3076923076923077, 0.2862595419847329]"
"literal. The word ""attack"" is used non-metaphorically because it describes a physical act of violence.","literal. The word ""attack"" is describing a physical act of aggression against the U.S. Embassy.",0,"[0.6, 0.5, 0.38461538461538464, 0.25, 0.625, 0.5333333333333333, 0.625, 0.6453333333333333]"
literal. The Treasury official criticized the proposal for being a commercial venture without innovation.,"literal. The Treasury official is criticizing Mr. Robinson's proposal, not physically attacking him.",0,"[0.2849111011207126, 0.231490269660579, 0.16835655975314837, 0.09259610786423161, 0.42857142857142855, 0.23076923076923078, 0.42857142857142855, 0.3067545963229416]"
literal. - Helicopters can be used for aerial surveillance and crowd control in protests.,literal. Helicopters are physical objects that can be used in a physical attack.,0,"[0.42736665168106897, 0.15432684644038602, 0.08417827987657417, 2.060331790082205e-308, 0.46153846153846156, 0.25, 0.46153846153846156, 0.36770583533173457]"
