sent1,sent2,label,matrics
"metaphor. City transport is improving, returning to a better state than before.","metaphor. ""back"" refers to a return to a correct or desirable state, not physical movement.",1,"[0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.36363636363636365, 0.2, 0.36363636363636365, 0.26057030481809246]"
"literal. It refers to the direction or alignment of city transport, not a metaphorical concept of correctness.","metaphor. ""Right track"" is an idiomatic expression meaning ""correct course"" or ""improvement"".",0,"[0.057703310812752893, 1.412335412826535e-308, 1.412335412826535e-308, 1.412335412826535e-308, 0.125, 0.0, 0.0625, 0.03225806451612903]"
"metaphor. Metaphor for progress, improvement, or alignment with goals or objectives.","metaphor. ""Track"" refers to a path or direction, not a physical rail track.",1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1, 0.0, 0.1, 0.04901960784313726]"
"literal. The word ""say"" is used non-metaphorically to indicate a statement or assertion made by Jonathan Glancey.","metaphor. ""says"" is used to attribute the quote, not a physical act of speaking.",0,"[0.24428389471321574, 0.06616022148482927, 1.7665365515873297e-308, 1.7665365515873297e-308, 0.35294117647058826, 0.125, 0.29411764705882354, 0.23694267515923564]"
literal. - Modern trams have advanced technology and design for a smoother ride.,literal. The sentence is describing the physical characteristics of modern trams.,0,"[0, 0, 0, 0, 0.18181818181818182, 0.1, 0.18181818181818182, 0.0423728813559322]"
literal. Modern trams are built with advanced technology and better suspension systems.,"literal. ""Most"" refers to a quantifiable majority of continental Europeans, not a figurative concept.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. - Improved technology,"literal. Refers to people from the continent of Europe, not using a figurative sense.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Modern trams have advanced technology and smoother operations, reducing shaking, rattling, and rolling.","metaphor. ""know"" implies familiarity or awareness, not direct sensory experience.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Improved technology and design reduce vibrations and noise in modern tram systems.,"literal. The sentence is describing the physical movement of trams, contrasting with expected behavior.",0,"[0, 0, 0, 0, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0]"
"literal. Modern trams are built with advanced technology and materials, reducing noise and vibrations.","literal. ""Rattle"" describes a physical sound and movement, contrasting with ""shake"" and ""roll"".",0,"[0.23001110365733082, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.11627906976744186]"
"literal. Modern trams are built with advanced technology and design to minimize shaking, rattling, and rolling.","metaphor. ""do"" is used to maintain rhythm and parallelism with ""shake"", ""rattle"", and ""roll"".",0,"[0.263816590510905, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.4666666666666667, 0.21428571428571427, 0.3333333333333333, 0.13513513513513511]"
literal. Modern trams have advanced suspension systems and smooth tracks for stability and comfort.,"literal. Refers to the physical movement of trams, contrasting with shaking and rattling.",0,"[0.07667036788577694, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.15384615384615385, 0.0, 0.15384615384615385, 0.03875968992248062]"
"metaphor. Efficient, stylish, environmentally friendly, suitable for urban areas, and low maintenance.","literal. ""Sleek"" describes the physical appearance of the object (vehicle), implying a streamlined shape.",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Describing the physical structure and construction of the vehicles in a factual manner.,literal. Refers to the physical construction and structure of the transport vehicle.,0,"[0.5305700387751149, 0.1667505836150361, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.6153846153846154, 0.16666666666666666, 0.46153846153846156, 0.4472257653061224]"
"literal. Describing physical attributes of the bicycles, not implying someone physically constructing them.","literal. ""Built"" describes the physical construction of the transport, implying a tangible structure.",0,"[0.3333333333333333, 0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.18181818181818182, 0.4166666666666667, 0.35532407407407407]"
"metaphor. Low emissions, efficient fuel consumption, and minimal impact on air quality and noise pollution.","metaphor. ""Gentle"" describes environmental impact, not physical touch or human-like behavior.",1,"[0, 0, 0, 0, 0.07142857142857142, 0.0, 0.07142857142857142, 0.036764705882352935]"
literal. Electric bikes produce zero emissions and reduce the carbon footprint of the city.,literal. Refers to the physical surroundings and ecosystem affected by city transport.,0,"[0.15159143965003283, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.07812500000000001]"
literal. Describing the physical attributes and characteristics of electric scooters.,"literal. ""are"" describes the state of being of the subject, ""they"", referring to a physical entity.",0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4444444444444444, 0.125, 0.3333333333333333, 0.20833333333333331]"
"literal. Efficient, convenient, cost-effective, eco-friendly, and space-saving.","literal. ""often"" describes the frequency of being an ideal form of city transport.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Compact, energy-efficient, easy to maneuver, reduce traffic congestion and emissions.","metaphor. ""Ideal"" describes a concept, not a physical property, implying a perfect or desired state.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"metaphor. Efficient, sustainable, compact, and convenient for navigating urban areas.","literal. ""Form"" refers to a type or category of city transport, a concrete entity.",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. referring to physical, urban areas or locations within a municipality or town.","literal. Refers to a physical urban area, describing a mode of transportation within it.",0,"[0.30769230769230765, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5833333333333334, 0.2727272727272727, 0.5, 0.3074380165289256]"
"literal. Electric scooters are physically used for transportation in cities, not as a metaphor.",literal. Refers to a physical means of moving people or goods from one place to another.,0,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.07575757575757576]"
literal. To indicate an additional quality or characteristic of the subject being described in the sentence.,"literal. ""also"" connects two clauses, indicating an additional fact or action.",0,"[0.18195919791379003, 0.06739229552362593, 1.3495755153097447e-308, 1.3495755153097447e-308, 0.26666666666666666, 0.14285714285714285, 0.26666666666666666, 0.25862068965517243]"
metaphor. - Expresses the captivating and mesmerizing quality of snakes moving through various settings.,"metaphor. ""Exert"" implies an influence or force, rather than physical effort or energy.",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. The snakes' movements and behavior are intriguing and captivating to observe.,"metaphor. ""Fascination"" is used to describe a captivating or mesmerizing quality, not a physical force.",0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.09090909090909091, 0.08849557522123894]"
"literal. ""Very"" is used for emphasis, intensifying the fascination of the snakes and their actions.","metaphorical. ""very"" intensifies ""much"" to convey a strong, vivid impression, not a measurable quantity.",0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07194244604316546]"
"literal. Describing the snakes' unique and captivating behavior and appearance, not exaggerating or comparing.","metaphorical. ""much"" quantifies an abstract concept, ""fascination"", rather than a physical quantity.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Referring to specific objects or entities (train tracks) possessed by the subject (trains).,"metaphorical. ""their"" refers to a quality or characteristic of the trains, not physical possession.",0,"[0.23076923076923078, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.24278846153846156]"
literal. Own refers to unique characteristics or qualities that are specific to the subject being described.,"metaphorical. ""own"" implies unique or distinct, rather than physical possession.",0,"[0.11409269311835378, 1.142391010069532e-308, 1.142391010069532e-308, 1.142391010069532e-308, 0.2, 0.0, 0.2, 0.06944444444444445]"
metaphor. - To convey a sense of movement and unpredictability,"metaphor. Trains cannot physically slither, a snake-like movement, around circuses and city gates.",1,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.0, 0.375, 0.10752688172043011]"
literal. Describing the physical movement of trains.,"literal. ""round"" describes the physical movement of trains around circuses and through city gates.",0,"[0.30769230769230765, 0.25, 0.18181818181818182, 0.10000000000000002, 1.0, 1.0, 1.0, 0.7432835820895523]"
literal. Describing literal physical movements and actions of snakes in a circus setting.,"literal. Refers to physical circuses, implying trains moving through urban areas.",0,"[0.08187307530779821, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0847457627118644]"
metaphor. - To convey movement and speed,"metaphor. ""brush"" implies gentle, sweeping motion, not actual physical contact with gates.",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. The old city gates are physical objects, not metaphorical representations.","literal. ""Old"" describes the physical age of the city gates, implying a historical or aged structure.",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.1111111111111111, 0.3, 0.14285714285714285]"
literal. The city gates are physical structures that the trains interact with in reality.,"literal. ""city gates"" refers to a physical entrance to a city, not a figurative concept.",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.03816793893129772]"
literal. Describing physical movement and behavior of trains.,"literal. ""gates"" refers to physical entrance points in old city walls or fortifications.",0,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.06666666666666667]"
"literal. Describing the actual action of trains switching tracks and creating sparks, not metaphorical.","literal. ""flashing"" describes the physical appearance of lightning arcs.",0,"[0.13381535712974757, 1.190996212064859e-308, 1.190996212064859e-308, 1.190996212064859e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.20444444444444443]"
literal. Describing the physical motion and appearance of the trains.,"literal. ""arcs of lightning"" refers to a physical, electrical phenomenon in the atmosphere.",0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.2222222222222222, 0.10752688172043011]"
literal. Describes the actual sparks produced by the trains as they change tracks.,"metaphor. Lightning is unlikely to literally flash from trains, but conveys energy and power.",0,"[0, 0, 0, 0, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0]"
"literal. Describing the physical movement of snakes, not implying a change or transition.","literal. Refers to trains changing railroad tracks, a common literal meaning of ""switch"".",0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.08333333333333333, 0.125]"
"literal. The word ""track"" is used literally to refer to the path or route taken by trains.","metaphor. ""tracks"" refers to railroad tracks, but context implies a change in direction/path.",0,"[0.05971094254781577, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.25, 0.06666666666666667, 0.25, 0.12019230769230771]"
"literal. Describing actual physical activity and behavior, not abstract or symbolic.","literal. ""winter nights"" refers to a specific season and time of day.",0,"[0.0909090909090909, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1, 0.0, 0.1, 0.049504950495049514]"
"literal. Describing literal actions of trains at night, not metaphorical or symbolic.","literal. The context describes a physical scene with winter nights, implying a real nighttime setting.",0,"[0, 0, 0, 0, 0.18181818181818182, 0.0, 0.18181818181818182, 0.04424778761061947]"
literal. Single-car trams are reliable due to their simplicity and ability to navigate tight spaces.,literal. Refers to a physical tram with a single car or unit.,0,"[0.06920912606335215, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.26666666666666666, 0.07142857142857142, 0.13333333333333333, 0.072992700729927]"
"literal. Articulated means connected by joints, which accurately describes the design of trams.","literal. Refers to a physical characteristic of trams, specifically their design and structure.",0,"[0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.09090909090909091, 0.16666666666666666, 0.08333333333333333]"
literal. Double-decker trams offer more seating capacity and efficient use of space.,literal. Refers to a physical design feature of trams with two levels of seating.,0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.16666666666666666, 0.08928571428571429]"
"literal. Efficient, eco-friendly, cost-effective, and proven track record for reliability.",literal. The sentence describes physical characteristics and functions of trams as a mode of transport.,0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.09090909090909091, 0.0, 0.09090909090909091, 0.05263157894736842]"
literal. Describing a characteristic or feature of trams without implying a comparison or metaphor.,"literal. ""are"" links the subject ""trams"" to a predicate describing their characteristics.",0,"[0.0757957198250164, 1.8551618224632315e-308, 1.8551618224632315e-308, 1.8551618224632315e-308, 0.3076923076923077, 0.0, 0.15384615384615385, 0.07812500000000001]"
"literal. Dedicated tracks, consistent schedules, and low maintenance requirements contribute to their reliability and endurance.","literal. ""Most"" compares trams to other forms of public transport in terms of reliability.",0,"[0.07122777528017817, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.03597122302158273]"
"literal. Dedicated tracks, predictable schedules, low maintenance, and low risk of breakdowns.",literal. Refers to trams' ability to consistently operate without breaking down or failing.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.04504504504504504]"
literal. - Low maintenance,"metaphor. ""Enduring"" implies long-lasting or persistent, rather than physical durability.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
metaphor. - Multiple configurations,"metaphor. ""Form"" refers to a category or type of public transport, not physical shape.",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Accessible to all, funded by public resources, and used by multiple passengers simultaneously.",literal. Refers to transportation available to and used by the general population.,0,"[0.30318287930006566, 0.1667505836150361, 0.09263921311946448, 1.8551618224632315e-308, 0.3076923076923077, 0.16666666666666666, 0.3076923076923077, 0.29296875000000006]"
"literal. Efficient, accessible, environmentally friendly, and cost-effective.",literal. Refers to a physical means of moving people from one place to another.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Trams have been in use for over a century and continue to be popular globally.,"literal. ""Invented"" refers to the creation of trams as a mode of transportation.",0,"[0.12980013051190084, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.2, 0.0, 0.13333333333333333, 0.10204081632653061]"
"literal. Efficiency, durability, and precision make them reliable despite their age and eventual replacement.",literal. Refers to a future point in time when something will happen.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Regular maintenance, quality construction, and proper care ensure their continued reliability over time.","literal. ""will"" indicates a future action, predicting a real event.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Literal description of functionality and long-lasting quality.,"metaphor. ""be"" compares watches to rhythmic reliability, not a physical existence.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
literal. Technological advancements and improvements in efficiency make replacement necessary.,"literal. ""replaced"" refers to the physical substitution of old parts with new ones.",0,"[0, 0, 0, 0, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0]"
literal. The 60-year-old machines still function well and operate smoothly like a Swiss watch.,"literal. ""more"" indicates a numerical quantity, comparing 60 years to a greater amount.",0,"[0.07667036788577694, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.2, 0.07142857142857142, 0.2, 0.03875968992248062]"
"literal. Literal reference to a specific time period, not metaphorical or symbolic.","literal. Refers to a specific duration of time, a measurable quantity.",0,"[0.27145122541078787, 0.20107498178576877, 0.11310467725449497, 2.0133300850710214e-308, 0.45454545454545453, 0.3, 0.45454545454545453, 0.28956422018348627]"
"metaphor. Well-maintained and dependable, like a Swiss watch.","metaphor. ""Run"" describes the watches' functioning, not physical movement.",1,"[0, 0, 0, 0, 0.125, 0.0, 0.125, 0.0]"
metaphor. Highly accurate and consistent performance.,metaphor. Comparing a non-musical concept (reliability) to a musical concept (rhythm).,1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Precision engineering, regular maintenance, durable materials, consistent performance.",metaphor. Comparing a non-mechanical entity (trains) to a mechanical one (Swiss watch) for similarity.,0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Swiss watches are known for their precision and reliability, emphasizing the dependability of the machines.","metaphor. ""Swiss watch"" is used to convey precision and reliability, not referring to an actual watch.",0,"[0.2, 0.14285714285714285, 0.07692307692307693, 2.2250738585072626e-308, 0.3333333333333333, 0.21428571428571427, 0.3333333333333333, 0.19629629629629633]"
literal. Because it refers to the precise and consistent performance of the object being described.,metaphor. Comparing something non-mechanical (people) to a mechanical device (watch) for rhythmic reliability.,0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.036231884057971016]"
literal. To indicate the most recent or final occurrence without implying a sequence.,"literal. Refers to a specific point in time, a month, in a chronological sequence.",0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.12396694214876033]"
"literal. Literal time reference, specific and factual information, no implied comparison or symbolism.",literal. Refers to a specific unit of time in a calendar.,0,"[0.1637461506155964, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.25, 0.0, 0.16666666666666666, 0.0847457627118644]"
"literal. ""wa"" is used to express the passive voice and indicate the subject of the sentence.","literal. ""wa"" is not present in the given sentence.",0,"[0.2084310098392542, 0.05955171709692977, 9.27548782591189e-309, 9.27548782591189e-309, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.2207167832167832]"
"literal. It is stating a fact or news event, not comparing to something else.","literal. ""Announced"" refers to an official declaration or statement made publicly.",0,"[0.1481636441363436, 1.6483752567447546e-308, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.15384615384615385, 0.0, 0.07692307692307693, 0.07874015748031496]"
literal. Factual statement about future event.,"literal. ""Will"" indicates a future event or action, a literal prediction.",0,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.25, 0.4, 0.09090909090909091]"
"metaphor. ""get"" implies acquisition or arrival of the new-wave trams in Britain in 1991.","literal. ""Get"" means to receive or acquire something, in this case, new-wave trams.",1,"[0.23001110365733082, 2.0471667756573244e-308, 2.0471667756573244e-308, 2.0471667756573244e-308, 0.42857142857142855, 0.15384615384615385, 0.35714285714285715, 0.15503875968992248]"
"literal. ""it"" refers to the fact or information about Britain getting new trams in 1991.","literal. ""it"" refers to a specific, previously mentioned or implied, news or announcement.",0,"[0.28216057496353797, 0.15390576816192983, 0.08464817248906142, 1.8834843577582417e-308, 0.2857142857142857, 0.15384615384615385, 0.2857142857142857, 0.2717391304347826]"
literal. Specific time and event referenced.,"literal. ""First"" refers to the initial instance of a new type of trams in Britain.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"metaphor. These trams are innovative and cutting-edge in design, technology, and efficiency.","literal. ""New-wave"" refers to a specific design or generation of trams, not a figurative concept.",1,"[0, 0, 0, 0, 0.16666666666666666, 0.0, 0.08333333333333333, 0.0]"
literal. - Clear and literal description of a mode of transportation.,"literal. Refers to a type of transportation vehicle, a common literal meaning of ""tram"".",0,"[0.30769230769230765, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5555555555555556, 0.125, 0.3333333333333333, 0.19417475728155342]"
metaphor. - The trams have a predetermined purpose to improve transportation and reduce pollution in Manchester.,"metaphor. ""Destined"" implies a predetermined fate, rather than a physical or concrete destination.",1,"[0.12980013051190084, 0.07080007118830953, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.14285714285714285, 0.07692307692307693, 0.14285714285714285, 0.06802721088435373]"
"metaphor. Not literal running, but operating efficiently and effectively to improve transportation and air quality.","literal. ""Run"" refers to the physical operation of vehicles or transportation systems.",1,"[0.1384182521267043, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.10948905109489049]"
"literal. ""Will"" indicates a future certainty or plan for the construction of the transportation system.","literal. ""will"" indicates a future action or consequence of a planned event.",0,"[0.3460456303167608, 0.15226007733937474, 0.08458893185520817, 1.6939495889106837e-308, 0.5, 0.23076923076923078, 0.42857142857142855, 0.35006703411291523]"
"metaphor. Trams will provide an alternative mode of transportation, reducing reliance on cars and buses.","literal. ""relieve"" means to reduce or alleviate a physical problem (traffic congestion).",1,"[0, 0, 0, 0, 0.07142857142857142, 0.0, 0.07142857142857142, 0.0364963503649635]"
literal. It describes the movement of vehicles on roads to alleviate congestion and reduce emissions.,"literal. Refers to the physical flow of vehicles on roads, a common definition of traffic.",0,"[0.3571428571428572, 0.15384615384615385, 0.08333333333333333, 2.2250738585072626e-308, 0.42857142857142855, 0.23076923076923078, 0.35714285714285715, 0.26571428571428574]"
metaphor. Metaphorically refers to alleviating overcrowding and pollution by providing alternative transportation options.,"literal. Refers to physical blockage of traffic flow, not abstract concept.",1,"[0.08187307530779821, 1.8217363958297824e-308, 1.8217363958297824e-308, 1.8217363958297824e-308, 0.16666666666666666, 0.09090909090909091, 0.16666666666666666, 0.15889830508474576]"
"metaphor. Electric buses are environmentally friendly and reduce the reliance on cars, reducing pollution and congestion.","literal. ""help"" means to assist or contribute to reducing carbon monoxide levels in a concrete way.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.06666666666666667, 0.0, 0.06666666666666667, 0.03333333333333333]"
"metaphor. Less cars on the road, less pollution, cleaner air, healthier environment, improved quality of life.","literal. ""reduce"" refers to a quantifiable decrease in carbon monoxide levels.",1,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"metaphor. - To indicate the amount or extent of something (traffic congestion, carbon monoxide levels).",literal. Refers to measurable amounts of carbon monoxide in the air.,1,"[0.26812801841425576, 0.07448000511507102, 1.491511611267286e-308, 1.491511611267286e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.31352124183006536]"
"literal. Carbon is a chemical element present in carbon monoxide, a harmful pollutant emitted by vehicles.",literal. Refers to a specific chemical compound (carbon monoxide) with a tangible effect.,0,"[0.19470019576785122, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.3333333333333333, 0.07142857142857142, 0.3333333333333333, 0.10204081632653061]"
literal. Carbon monoxide is a harmful gas produced by vehicle emissions.,literal. Refers to a specific chemical compound and its environmental impact.,0,"[0.10000000000000002, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.1, 0.0, 0.1, 0.05000000000000001]"
literal. Literal description of physical urban area or municipality with specific geographic boundaries.,"literal. Refers to a specific geographic location, the urban area of Manchester.",0,"[0.41504578012830107, 0.18262014325645248, 2.031716533983919e-308, 2.031716533983919e-308, 0.4166666666666667, 0.18181818181818182, 0.16666666666666666, 0.3747899159663866]"
literal. Because it refers to a physical location or area within a city or town.,literal. Refers to a specific geographic location within the city.,0,"[0.25500152032774787, 0.0717191775921791, 1.2766437377119805e-308, 1.2766437377119805e-308, 0.42857142857142855, 0.15384615384615385, 0.42857142857142855, 0.27555555555555555]"
"literal. Refers to areas outside the city center, not metaphorically.",literal. Refers to physical locations outside the city centre.,0,"[0.5515605641153721, 0.3782129582505409, 0.1470828170974326, 1.9636207881546135e-308, 0.5555555555555556, 0.375, 0.5555555555555556, 0.5438202247191011]"
"literal. This sentence is describing physical areas outside of the city center, not metaphorical locations.",literal. Refers to a specific geographic area surrounding a city.,0,"[0, 0, 0, 0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.037037037037037035]"
metaphor. Because they are connected to the main city but are separate and orbit around it.,"literal. Refers to actual towns or cities surrounding a central city, not a figurative sense.",1,"[0.06650448426457305, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06711409395973154]"
"literal. Literal description of geographic locations, not as metaphorical entities.","literal. Refers to specific, existing geographic locations, denoting a real town.",0,"[0.2, 0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2222222222222222, 0.125, 0.2222222222222222, 0.206043956043956]"
literal. - Decline in popularity,"literal. ""Main"" refers to the primary or principal exception, not a figurative concept.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
"literal. Decline in popularity, cost efficiency, modernization of transportation.","literal. ""Exception"" refers to a specific case that doesn't fit the general rule.",0,"[0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]"
